stockout_days,stockout_rate_pct,lost_volume_ml,avg_holding_ml,turnover_ratio,n_orders_placed,n_days_simulated,Bar Name,Brand Name,abc_class,series_class,policy
4,5.405405405405405,569.5042162159875,223.69533308989452,10.7808497856094,13,74,Taylor's Bar,Coors,B,intermittent-volatile,Holt-Winters (95% SL)
6,8.108108108108109,1610.0831489038972,374.49065460021035,11.16723955517835,14,74,Taylor's Bar,Grey Goose,A,intermittent-stable,Holt-Winters (95% SL)
2,2.7027027027027026,470.5786717330514,235.64871839292235,4.345287066486771,4,74,Taylor's Bar,Heineken,C,intermittent-stable,Holt-Winters (95% SL)
4,5.405405405405405,381.2216824111272,325.0082461408862,9.563936775442448,9,74,Taylor's Bar,Jack Daniels,A,intermittent-volatile,Holt-Winters (95% SL)
10,13.513513513513514,1525.7886187309377,347.7883273672692,10.074350130701957,9,74,Taylor's Bar,Jameson,A,intermittent-volatile,Holt-Winters (95% SL)
6,8.108108108108109,1529.4354812475622,382.34357060850346,13.054631756481873,15,74,Taylor's Bar,Jim Beam,A,intermittent-volatile,Holt-Winters (95% SL)
6,8.108108108108109,935.5099011057362,326.9286611217991,11.093521401426113,14,74,Taylor's Bar,Malibu,A,intermittent-volatile,Holt-Winters (95% SL)
3,4.054054054054054,1027.2449737099132,348.85609316031014,2.176470588235294,3,74,Taylor's Bar,Miller,B,intermittent-seasonal,Holt-Winters (95% SL)
11,14.864864864864865,2234.390635335795,301.99864155830664,15.72546598275776,17,74,Taylor's Bar,Smirnoff,A,intermittent-seasonal,Holt-Winters (95% SL)
6,8.108108108108109,1319.5028203239908,359.437449797002,10.602977463334419,10,74,Taylor's Bar,Sutter Home,B,intermittent-volatile,Holt-Winters (95% SL)
4,5.405405405405405,943.1108654912497,303.0330799237332,5.609219742400887,6,74,Taylor's Bar,Yellow Tail,B,intermittent-stable,Holt-Winters (95% SL)
4,5.405405405405405,551.1874059835875,271.956894692627,11.126000675350573,12,74,Thomas's Bar,Absolut,A,intermittent-seasonal,Holt-Winters (95% SL)
4,5.405405405405405,501.87217968472885,361.46900290387435,15.547551173592026,15,74,Thomas's Bar,Bacardi,A,intermittent-stable,Holt-Winters (95% SL)
4,5.405405405405405,247.62689310866628,259.4535561731847,17.251191977895616,15,74,Thomas's Bar,Barefoot,A,intermittent-stable,Holt-Winters (95% SL)
7,9.45945945945946,1047.1877708038032,251.71920007879953,13.148787331916191,13,74,Thomas's Bar,Budweiser,B,intermittent-volatile,Holt-Winters (95% SL)
5,6.756756756756757,1351.525133498687,322.7094652806805,8.766786136999876,12,74,Thomas's Bar,Captain Morgan,A,intermittent-volatile,Holt-Winters (95% SL)
4,5.405405405405405,868.059268503626,261.0557613269432,4.774193548387099,5,74,Thomas's Bar,Coors,C,intermittent-stable,Holt-Winters (95% SL)
8,10.81081081081081,1866.6947066318544,345.3126045689553,16.27775881620246,19,74,Thomas's Bar,Grey Goose,A,intermittent-stable,Holt-Winters (95% SL)
4,5.405405405405405,466.60441176933995,258.7590083456113,6.159768498191856,5,74,Thomas's Bar,Heineken,C,intermittent-volatile,Holt-Winters (95% SL)
4,5.405405405405405,747.0379994472564,333.88818930496655,8.269780390556843,11,74,Thomas's Bar,Jack Daniels,A,intermittent-volatile,Holt-Winters (95% SL)
2,2.7027027027027026,592.9820301585601,286.54061971273296,1.04225352112676,1,74,Thomas's Bar,Jameson,B,intermittent-volatile,Holt-Winters (95% SL)
6,8.108108108108109,859.8651513567645,342.0154750536507,9.67334840075366,12,74,Thomas's Bar,Jim Beam,A,intermittent-stable,Holt-Winters (95% SL)
3,4.054054054054054,453.0805974863444,335.91712235760184,8.963161452986052,12,74,Thomas's Bar,Malibu,A,intermittent-seasonal,Holt-Winters (95% SL)
4,5.405405405405405,407.13775691797434,329.79046983474854,7.947719788250393,7,74,Thomas's Bar,Miller,A,intermittent-volatile,Holt-Winters (95% SL)
4,5.405405405405405,677.8143526752647,313.6060679103955,14.810637046257137,12,74,Thomas's Bar,Smirnoff,A,intermittent-stable,Holt-Winters (95% SL)
3,4.054054054054054,809.1940923472229,263.1439305431679,6.166951691810207,7,74,Thomas's Bar,Sutter Home,C,intermittent-stable,Holt-Winters (95% SL)
6,8.108108108108109,1138.4362105598834,290.30838804585636,20.416440011729502,19,74,Thomas's Bar,Yellow Tail,A,intermittent-seasonal,Holt-Winters (95% SL)
