Bar Name,Brand Name,avg_actual_demand_per_day,pred_seasonal_naive_rmse,pred_seasonal_naive_mean,pred_rolling_mean_7_rmse,pred_rolling_mean_7_mean,pred_holt_winters_rmse,pred_holt_winters_mean,pred_global_ml_rmse,pred_global_ml_mean,abc_class,series_class
Brown's Bar,Jameson,88.32716216216217,256.6506123854721,88.32716216216217,203.3557539254929,88.32716216216217,195.60753484933244,58.8833023358409,190.45436910277678,55.058179499235145,A,intermittent-volatile
Brown's Bar,Jim Beam,77.11027027027026,245.02527700825678,76.87081081081082,187.1636538053367,77.92067567567568,180.9749885034404,61.61554150943422,179.01205642074842,61.2370530058557,A,intermittent-stable
Brown's Bar,Malibu,74.55554054054053,217.05095001877797,60.50351351351352,166.85766356988884,67.21801158301157,161.01422988303906,45.79407703004356,161.7081994838742,60.4758256041293,A,intermittent-volatile
Brown's Bar,Miller,21.260135135135137,147.35835710762882,36.30918918918919,85.04507478492651,27.561911196911193,101.69293781081291,84.76879639020012,86.38445814111371,53.845291742664116,B,intermittent-seasonal
Brown's Bar,Smirnoff,66.44162162162162,192.29400086213707,65.83513513513513,162.44688009022514,68.09167953667954,154.85549729464725,40.81845826614458,148.23646421395986,64.43208939368438,B,intermittent-seasonal
Brown's Bar,Sutter Home,48.472972972972975,172.93974835809772,48.472972972972975,123.9456850322496,48.472972972972975,115.73678371106713,47.806593743412755,115.62175278302398,55.75143316022957,A,intermittent-volatile
Brown's Bar,Yellow Tail,75.23256756756757,272.36123473272613,78.42351351351351,207.66307077886074,78.95750965250964,191.8314243999727,82.3367157292391,185.84868519635597,64.39495087015887,A,intermittent-volatile
Johnson's Bar,Absolut,61.4454054054054,222.81837371470257,68.26783783783783,155.45684955486698,63.394671814671796,148.28423006141293,74.20575985500926,147.553778006106,62.85392197737597,A,intermittent-seasonal
Johnson's Bar,Bacardi,65.41986486486486,215.21326161664777,60.61364864864865,163.77598439191593,64.04666023166024,145.3456928476597,47.315859555836276,149.63093677412328,53.38063819206,A,intermittent-stable
Johnson's Bar,Barefoot,25.45945945945946,130.1549889243278,28.91662162162162,99.92348414553899,26.67826254826255,109.08021022186016,69.33154755505066,97.82529984484275,56.919558339347915,A,intermittent-seasonal
Johnson's Bar,Budweiser,40.302162162162155,164.18416180569255,40.95986486486486,134.40249535362338,39.56777992277992,136.21180839904045,56.634737970416104,127.44540334747249,46.05634834265227,A,intermittent-seasonal
Johnson's Bar,Captain Morgan,68.93851351351351,201.5096641536016,66.16594594594594,151.71275514328394,67.87150579150577,142.97479074812657,79.17243792354905,140.54720931720638,67.12800541456988,A,intermittent-stable
Johnson's Bar,Coors,56.98797297297298,171.77965942026006,50.755405405405405,148.5731189349192,54.90110038610039,142.23116969478139,52.02814456142953,141.29409399087396,50.43698505411902,A,intermittent-volatile
Johnson's Bar,Grey Goose,88.13648648648649,265.4773120173284,64.76148648648649,196.85506632700628,71.09413127413124,185.1002584123471,64.71321198415959,184.37384650895825,66.10542554055547,A,intermittent-volatile
Johnson's Bar,Heineken,75.99364864864866,225.46518523422347,72.16702702702702,174.3595986855277,74.73102316602316,165.32547913514202,47.400689771747,165.26100861844216,44.95413157620291,A,intermittent-volatile
Johnson's Bar,Jack Daniels,51.80824324324324,202.9260979146469,45.605405405405406,154.56966524055048,51.458822393822395,143.62001775999036,52.28302946559221,142.19076364427835,54.38821840856388,A,intermittent-volatile
Johnson's Bar,Jameson,46.284459459459455,167.29917776974406,44.637297297297295,128.86325070727537,45.813841698841706,122.31602348919539,48.15843744508901,119.4379254645287,53.34812676805657,B,intermittent-volatile
Johnson's Bar,Jim Beam,70.82121621621623,222.15190229490102,83.27918918918918,161.8140015613488,77.64783783783783,155.32644989290446,38.78525073102698,151.48279702341483,60.23154305080839,B,intermittent-stable
Johnson's Bar,Malibu,85.12351351351352,261.58489752824966,87.94418918918919,184.3015816353685,87.94418918918919,171.94546709924867,68.90721839894485,168.07565059137153,58.743327153452036,A,intermittent-seasonal
Johnson's Bar,Miller,62.780945945945945,210.70053217008436,62.780945945945945,156.5289966174763,62.780945945945945,148.56627370409763,39.99380467994099,148.79469289927766,52.824585460828324,B,intermittent-volatile
Johnson's Bar,Smirnoff,42.79743243243243,178.13595300795976,42.79743243243243,128.6638510797918,42.797432432432444,124.4553210221324,75.67698028631538,120.72926344565842,64.22013848590376,A,intermittent-stable
Johnson's Bar,Sutter Home,59.29594594594594,220.0121566880806,55.207702702702704,158.98035286152037,56.200540540540544,151.3689395611042,60.36719038813601,150.61726393100307,53.54517054644232,A,intermittent-stable
Johnson's Bar,Yellow Tail,72.71783783783783,220.65969391252125,87.74445945945946,162.9001565619722,83.22465250965251,157.22910762499026,55.14253801737712,152.73769583523003,59.76775609015355,A,intermittent-volatile
Smith's Bar,Absolut,70.18364864864866,194.6222693953459,70.46729729729729,142.90716553559355,66.70393822393824,140.1340474124654,75.1480785040913,138.2264678559047,60.6732516995434,A,intermittent-volatile
Smith's Bar,Bacardi,67.60175675675676,213.07488570034766,68.11175675675676,152.97914927266964,70.13021235521235,144.1085661889261,47.93109644662252,142.81841521744326,56.13225634571009,A,intermittent-stable
Smith's Bar,Barefoot,58.80905405405405,204.44131510441235,57.086081081081076,160.76852451845525,58.0554247104247,145.91411477934906,57.426368772921286,144.14597349460306,58.7707301685212,A,intermittent-stable
Smith's Bar,Budweiser,45.52581081081081,204.65495083518343,51.27,146.50538788917316,46.34640926640927,132.96770586779647,35.247141803747105,133.53837473591133,47.78786152081927,C,intermittent-seasonal
Smith's Bar,Captain Morgan,36.57445945945946,166.0278047252685,34.97891891891892,126.60541034206226,34.25266409266409,120.96683155132733,66.79896367304468,120.72639996803086,60.68828645409436,A,intermittent-volatile
Smith's Bar,Coors,29.94297297297297,162.25044352998137,32.77256756756757,116.65667975951985,35.61897683397684,103.94554463982433,43.919540888771024,105.45518812532957,43.27734825286805,B,intermittent-stable
Smith's Bar,Grey Goose,74.04621621621622,224.1999004809674,76.15810810810811,173.41453736558162,81.37123552123553,166.2168627070492,67.49618527389174,162.30217519779038,63.27877338273715,A,intermittent-seasonal
Smith's Bar,Heineken,58.51986486486487,190.82853201167202,54.15770270270271,159.64139925033737,56.027200772200764,146.5515066329363,43.368816045413155,148.02534261872455,42.72843526371132,B,intermittent-stable
Smith's Bar,Jack Daniels,31.966621621621623,152.1096658042515,34.74783783783784,118.0158368937068,33.15857142857143,115.31595385297845,54.52885838758529,114.81064455727675,53.75190349751464,A,intermittent-stable
Smith's Bar,Jameson,67.80243243243244,215.8210388324148,70.73972972972973,162.26948744463112,70.32011583011582,157.96416926433926,44.2671552276884,155.28683604182828,50.94720895237972,A,intermittent-volatile
Smith's Bar,Jim Beam,43.068783783783786,140.00029195915502,50.579594594594596,123.49251696894382,45.950135135135135,126.97499301791106,70.59347205424096,122.79105769237351,61.350073916583234,A,intermittent-stable
Smith's Bar,Malibu,59.848108108108114,188.95361606932977,43.549054054054054,152.85175558435,52.43745173745174,146.49725157341632,69.23927876750093,144.45884558813057,61.50287181669056,A,intermittent-volatile
Smith's Bar,Miller,35.226486486486486,160.35126846176584,48.072432432432436,121.73580293041596,45.043127413127415,118.33743382809243,61.656533251565975,113.35341095730247,55.06091728204893,A,intermittent-stable
Smith's Bar,Smirnoff,62.303648648648654,197.43953150268567,62.303648648648654,159.54272842717674,62.30364864864864,153.622967006038,22.1579391738774,147.68453521473452,58.56812395010409,B,intermittent-volatile
Smith's Bar,Sutter Home,89.88486486486485,232.2552653666662,86.235,170.45155675391916,88.84204633204632,165.25047475274306,52.2711942987568,162.99562842752943,51.935104141577455,A,intermittent-stable
Smith's Bar,Yellow Tail,69.04175675675675,247.03818625380077,69.04175675675675,178.53155355443894,69.04175675675677,165.70335207490777,65.0250941867378,165.75225260583485,59.94581299658562,A,intermittent-stable
Taylor's Bar,Absolut,51.81135135135135,216.83038745289593,57.47040540540541,165.09724527145124,60.16638996138996,151.43488059702253,59.387096999474764,150.12359663806467,59.4852304278726,A,intermittent-stable
Taylor's Bar,Bacardi,30.119189189189193,193.21671125826424,33.068513513513516,142.51228110315049,33.068513513513516,134.7006758481331,48.60892202699309,133.238519307957,52.77276108411161,B,intermittent-volatile
Taylor's Bar,Barefoot,63.83027027027026,226.7522789569317,67.03527027027026,165.4160831211923,66.57741312741314,159.73936858159,58.44277021134438,157.16973054568868,60.974127196507496,A,intermittent-volatile
Taylor's Bar,Budweiser,29.18472972972973,145.7722070931589,25.383513513513513,115.11846563242692,22.70561776061776,117.51485090174724,67.91696609569897,108.98854799708158,47.03462178788607,A,intermittent-stable
Taylor's Bar,Captain Morgan,65.09851351351351,235.6049908559159,59.07256756756757,174.459905345673,60.86440154440154,155.15851030215416,61.761547177849785,158.82239793667114,64.60183600430945,A,intermittent-volatile
Taylor's Bar,Coors,40.285540540540545,140.16583405072413,33.90472972972973,110.74709177053613,35.72781853281853,104.06523002998567,39.68426988629892,102.4380759245617,51.516205209340875,B,intermittent-volatile
Taylor's Bar,Grey Goose,78.27175675675676,247.53513693254988,92.51932432432433,173.92553433181953,81.34465250965252,168.20385604589873,76.362988353071,170.0444067108082,63.541765060155896,A,intermittent-stable
Taylor's Bar,Heineken,20.196486486486485,131.75111210361962,20.196486486486485,99.59447930924841,20.19648648648649,92.3058150956911,31.211070540483366,96.572371294851,46.421907907648226,C,intermittent-stable
Taylor's Bar,Jack Daniels,47.156486486486486,189.8712906297458,48.92540540540541,141.22067917966086,49.610926640926664,136.1177145856859,67.18053267172456,130.42184542117147,50.762913329469804,A,intermittent-volatile
Taylor's Bar,Jameson,67.96662162162163,228.76459786533076,69.48783783783784,176.34528771764963,68.40125482625483,163.11481588748225,55.18231889826276,165.30522154850092,49.564703843323855,A,intermittent-volatile
Taylor's Bar,Jim Beam,88.11878378378378,279.29277928512727,75.11783783783784,203.55964808350885,77.87212355212354,194.15996392145422,61.620396256599854,192.01240390793524,62.22983457003113,A,intermittent-volatile
Taylor's Bar,Malibu,61.652702702702705,209.1138937277961,57.06472972972973,153.32461507453755,62.14949806949808,139.4590901843921,73.2749977766677,140.3659056037426,60.21949997928505,A,intermittent-volatile
Taylor's Bar,Miller,24.142162162162162,192.50330590000897,37.26310810810811,130.2245494457585,30.484189189189195,125.81225201676193,43.47512073559336,123.42619044433386,43.61566590504538,B,intermittent-seasonal
Taylor's Bar,Smirnoff,94.37108108108109,249.02275835971514,78.01513513513514,194.47354368679092,86.70285714285714,194.11590934796496,21.47042858270857,182.5797390226018,55.74907590818369,A,intermittent-seasonal
Taylor's Bar,Sutter Home,69.33256756756757,287.2483984242511,69.33256756756757,206.72658835400827,69.33256756756758,197.24245845448317,27.540313005789447,193.61876195025926,59.046321131315196,B,intermittent-volatile
Taylor's Bar,Yellow Tail,35.714729729729726,173.8063010318624,35.714729729729726,123.43528366361208,35.714729729729726,119.5754413068897,46.88248651624746,115.45370170712857,40.78189394412705,B,intermittent-stable
Thomas's Bar,Absolut,48.33756756756757,176.32484118884176,62.98581081081081,125.4854670071619,51.60969111969112,118.14663297967003,58.148264844256204,121.04054537778306,62.59328768393167,A,intermittent-seasonal
Thomas's Bar,Bacardi,82.72743243243244,227.75071519750048,74.98959459459459,191.68008270801064,74.9895945945946,185.9475132229554,70.622317828333,179.3401978443015,58.54780020257486,A,intermittent-stable
Thomas's Bar,Barefoot,63.83121621621622,210.79838550397173,63.30918918918919,150.25396339070946,65.5557722007722,141.89477348746095,55.40346384010017,138.23981242048194,57.90922127766815,A,intermittent-stable
Thomas's Bar,Budweiser,58.87824324324324,181.66420850390796,58.87824324324324,144.28786360779213,58.87824324324324,134.5836151784009,36.40378226773668,135.09244304522505,49.50056165350741,B,intermittent-volatile
Thomas's Bar,Captain Morgan,56.49527027027027,201.33481323474652,64.81540540540541,148.9352405897279,60.492374517374515,141.829596178752,53.72699742775926,142.10019951495642,62.96925385635433,A,intermittent-volatile
Thomas's Bar,Coors,28.57283783783784,126.20535441804276,21.360405405405405,116.90314271958856,25.481795366795367,109.0270792009055,28.97206176295326,113.2934526370981,43.638470659628574,C,intermittent-stable
Thomas's Bar,Grey Goose,101.18391891891892,256.54444949933907,94.00135135135136,192.0707920459809,103.5484942084942,185.04108007414044,71.3557193044004,183.22599569660645,63.71888416765808,A,intermittent-stable
Thomas's Bar,Heineken,27.844594594594593,143.67172465804194,23.801756756756756,109.71754037186108,27.62683397683398,105.77515467866179,38.65152706994694,108.67820756331847,40.33661905436424,C,intermittent-volatile
Thomas's Bar,Jack Daniels,47.40837837837838,168.3237239224915,40.402972972972975,135.81362541543163,45.63760617760615,129.521349582305,72.25597660524924,127.10308213088983,57.44859340083558,A,intermittent-volatile
Thomas's Bar,Jameson,12.049054054054052,74.65383179282462,0.0,72.18079568289917,3.776003861003861,84.32301408659166,51.24024292938927,80.30943124020801,47.41888836120213,B,intermittent-volatile
Thomas's Bar,Jim Beam,56.32837837837838,209.80954444576764,66.16783783783784,147.16364056251393,57.9971235521236,142.50935136993604,72.30506030939134,138.83413617193497,63.531739043734014,A,intermittent-stable
Thomas's Bar,Malibu,46.81027027027027,157.7875047762449,42.5777027027027,126.86624026575046,46.064227799227794,131.12737509041534,76.46376309229001,121.42622535593159,61.23440397718733,A,intermittent-seasonal
Thomas's Bar,Miller,40.921891891891896,182.582889802546,40.921891891891896,144.2401264144759,40.92189189189191,135.94837039496554,59.89140637229888,133.09720136532283,57.008913986451766,A,intermittent-volatile
Thomas's Bar,Smirnoff,71.92594594594595,251.16079180584802,65.51621621621621,183.0860371068968,66.43189189189187,165.66250117202273,55.05053463163945,167.49090098233594,64.86981168532874,A,intermittent-stable
Thomas's Bar,Sutter Home,32.86472972972973,158.03771286575187,36.98189189189189,118.639413084282,32.600694980694996,112.82482036913945,33.22970020190533,111.83397223081954,54.24942430310741,C,intermittent-stable
Thomas's Bar,Yellow Tail,95.47972972972973,241.87797330248762,97.30851351351352,192.29594488573613,99.88557915057915,183.76328837406325,51.54563916569921,179.46506566986073,60.78621355130779,A,intermittent-seasonal
