stockout_days,stockout_rate_pct,lost_volume_ml,avg_holding_ml,turnover_ratio,n_orders_placed,n_days_simulated,Bar Name,Brand Name,abc_class,series_class,policy
3,4.054054054054054,521.601661796868,242.60450674197955,9.452125885863998,9,74,Brown's Bar,Absolut,A,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,804.1740043397494,325.62391764827163,12.993597111101854,15,74,Brown's Bar,Bacardi,A,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,1069.6989175776637,351.4239429398136,8.547115649820013,10,74,Brown's Bar,Barefoot,A,intermittent-seasonal,Moving Average (95% SL)
4,5.405405405405405,763.7390905916174,295.3845148085125,6.0505572222260495,7,74,Brown's Bar,Budweiser,B,intermittent-stable,Moving Average (95% SL)
3,4.054054054054054,521.7885196382217,232.74953253835844,6.107344082968287,7,74,Brown's Bar,Captain Morgan,B,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,1570.3752545201326,471.9993723640264,7.203345903726457,11,74,Brown's Bar,Coors,B,intermittent-seasonal,Moving Average (95% SL)
5,6.756756756756757,1525.3207589334504,494.00257058254823,9.875129263626723,15,74,Brown's Bar,Grey Goose,A,intermittent-volatile,Moving Average (95% SL)
3,4.054054054054054,471.4498828456276,292.0500343019559,8.058961961021106,7,74,Brown's Bar,Heineken,A,intermittent-stable,Moving Average (95% SL)
3,4.054054054054054,784.3681009146713,242.20492660677263,2.176470588235294,3,74,Brown's Bar,Jack Daniels,A,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,808.6032522067668,417.53707599946154,13.717600368980452,16,74,Brown's Bar,Jameson,A,intermittent-volatile,Moving Average (95% SL)
3,4.054054054054054,1106.2838675155588,404.7739126643634,11.364062723821423,15,74,Brown's Bar,Jim Beam,A,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,991.317707429638,351.7100825403136,12.86796289683168,14,74,Brown's Bar,Malibu,A,intermittent-volatile,Moving Average (95% SL)
2,2.7027027027027026,288.39781022029916,200.8824926014842,6.3960386648956185,7,74,Brown's Bar,Miller,B,intermittent-seasonal,Moving Average (95% SL)
7,9.45945945945946,1025.0362760003877,363.1487559891274,10.71639007381352,13,74,Brown's Bar,Smirnoff,B,intermittent-seasonal,Moving Average (95% SL)
6,8.108108108108109,943.9865157080942,278.1416757638451,9.502400088133301,12,74,Brown's Bar,Sutter Home,A,intermittent-volatile,Moving Average (95% SL)
4,5.405405405405405,1495.2844821088656,475.9404444275844,8.55553581454599,13,74,Brown's Bar,Yellow Tail,A,intermittent-volatile,Moving Average (95% SL)
6,8.108108108108109,1021.1837351930237,345.5043773611124,10.204722416937498,12,74,Johnson's Bar,Absolut,A,intermittent-seasonal,Moving Average (95% SL)
4,5.405405405405405,558.2838712104526,335.47224491585854,12.766439530232176,13,74,Johnson's Bar,Bacardi,A,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,788.8400468405364,241.41827457371687,4.53635896078388,5,74,Johnson's Bar,Barefoot,A,intermittent-seasonal,Moving Average (95% SL)
5,6.756756756756757,764.2319477298629,301.88290284036646,7.347643842695746,7,74,Johnson's Bar,Budweiser,A,intermittent-seasonal,Moving Average (95% SL)
4,5.405405405405405,770.0258110419222,314.95807334358136,13.75238342988279,16,74,Johnson's Bar,Captain Morgan,A,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,1092.3202886151316,332.35548008737106,9.40195031706235,11,74,Johnson's Bar,Coors,A,intermittent-volatile,Moving Average (95% SL)
4,5.405405405405405,1439.7735806987155,408.80335481410367,12.432203306189564,13,74,Johnson's Bar,Grey Goose,A,intermittent-volatile,Moving Average (95% SL)
3,4.054054054054054,293.50312614625966,339.0067873896087,15.7224783459221,15,74,Johnson's Bar,Heineken,A,intermittent-volatile,Moving Average (95% SL)
5,6.756756756756757,310.3218744387331,319.66151191382363,11.022559783522361,10,74,Johnson's Bar,Jack Daniels,A,intermittent-volatile,Moving Average (95% SL)
4,5.405405405405405,674.3917757930951,279.89957015067034,9.827304210314514,13,74,Johnson's Bar,Jameson,B,intermittent-volatile,Moving Average (95% SL)
6,8.108108108108109,1473.8230215156198,379.0226779257824,9.93857939872927,14,74,Johnson's Bar,Jim Beam,B,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,879.7134667301652,392.4554900767898,13.809022093714226,16,74,Johnson's Bar,Malibu,A,intermittent-seasonal,Moving Average (95% SL)
6,8.108108108108109,630.6879035516777,326.93361479660814,12.281092903053722,12,74,Johnson's Bar,Miller,B,intermittent-volatile,Moving Average (95% SL)
4,5.405405405405405,698.0518700914091,284.8231461444072,8.668390063554783,8,74,Johnson's Bar,Smirnoff,A,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,773.26999204454,338.3683807076797,10.682528906500218,11,74,Johnson's Bar,Sutter Home,A,intermittent-stable,Moving Average (95% SL)
3,4.054054054054054,480.48844602584853,346.74293246990914,14.133327877993409,16,74,Johnson's Bar,Yellow Tail,A,intermittent-volatile,Moving Average (95% SL)
6,8.108108108108109,659.727822851086,288.3546773754996,15.723213573001468,18,74,Smith's Bar,Absolut,A,intermittent-volatile,Moving Average (95% SL)
4,5.405405405405405,771.185224758199,329.4217134716985,12.844765849368722,15,74,Smith's Bar,Bacardi,A,intermittent-stable,Moving Average (95% SL)
6,8.108108108108109,791.761299432306,345.7910090094431,10.295550224877223,11,74,Smith's Bar,Barefoot,A,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,497.2691410092399,317.1023420859024,9.05588031958729,9,74,Smith's Bar,Budweiser,C,intermittent-seasonal,Moving Average (95% SL)
5,6.756756756756757,691.3588457475328,291.15430362215506,6.921248043331779,6,74,Smith's Bar,Captain Morgan,A,intermittent-volatile,Moving Average (95% SL)
4,5.405405405405405,354.4165073629676,267.1651910253243,6.967088360177114,6,74,Smith's Bar,Coors,B,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,1024.6567613198115,386.2834029578786,11.532370287122971,14,74,Smith's Bar,Grey Goose,A,intermittent-seasonal,Moving Average (95% SL)
5,6.756756756756757,1078.0953236832165,351.5881416609479,9.25052438046444,11,74,Smith's Bar,Heineken,B,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,981.759059691258,284.76815819850555,4.859289567565155,6,74,Smith's Bar,Jack Daniels,A,intermittent-stable,Moving Average (95% SL)
6,8.108108108108109,854.666262193859,354.7975396756106,11.732645445095491,13,74,Smith's Bar,Jameson,A,intermittent-volatile,Moving Average (95% SL)
6,8.108108108108109,872.8352315775485,285.3698144241207,8.10966910811027,10,74,Smith's Bar,Jim Beam,A,intermittent-stable,Moving Average (95% SL)
7,9.45945945945946,1603.8181455855974,345.94170110932373,8.165947745980676,13,74,Smith's Bar,Malibu,A,intermittent-volatile,Moving Average (95% SL)
4,5.405405405405405,786.1593938638125,299.48201885285005,6.079164996649552,8,74,Smith's Bar,Miller,A,intermittent-stable,Moving Average (95% SL)
7,9.45945945945946,1042.8619245070474,351.1317590559563,10.160311573879648,10,74,Smith's Bar,Smirnoff,B,intermittent-volatile,Moving Average (95% SL)
7,9.45945945945946,906.0729571275135,341.2975014310181,16.834014368059265,20,74,Smith's Bar,Sutter Home,A,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,1015.6880340673088,387.467254617723,10.564510722257706,11,74,Smith's Bar,Yellow Tail,A,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,927.6842229843078,390.9629076847748,7.433840192735179,8,74,Taylor's Bar,Absolut,A,intermittent-stable,Moving Average (95% SL)
3,4.054054054054054,1433.4701315087061,365.431020658162,2.1764705882352935,3,74,Taylor's Bar,Bacardi,B,intermittent-volatile,Moving Average (95% SL)
5,6.756756756756757,833.6071583258602,360.27978440471844,10.796700259219977,12,74,Taylor's Bar,Barefoot,A,intermittent-volatile,Moving Average (95% SL)
3,4.054054054054054,534.9579527509998,255.81940164722081,6.351011834080923,6,74,Taylor's Bar,Budweiser,A,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,1148.3818675051107,390.7619797949492,9.38911235535283,11,74,Taylor's Bar,Captain Morgan,A,intermittent-volatile,Moving Average (95% SL)
4,5.405405405405405,538.9775939641751,230.0894228858822,10.613927295767365,13,74,Taylor's Bar,Coors,B,intermittent-volatile,Moving Average (95% SL)
6,8.108108108108109,1540.2607476840303,394.93415045287395,10.765970092584654,14,74,Taylor's Bar,Grey Goose,A,intermittent-stable,Moving Average (95% SL)
2,2.7027027027027026,480.72458354495546,230.98708323610157,4.389056748332465,4,74,Taylor's Bar,Heineken,C,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,462.61999229770817,305.04040701872333,9.923144403346202,9,74,Taylor's Bar,Jack Daniels,A,intermittent-volatile,Moving Average (95% SL)
6,8.108108108108109,1242.2744355051336,393.5115033739247,9.624256297524598,11,74,Taylor's Bar,Jameson,A,intermittent-volatile,Moving Average (95% SL)
5,6.756756756756757,1299.163568411932,428.1136661825955,12.196822582535788,15,74,Taylor's Bar,Jim Beam,A,intermittent-volatile,Moving Average (95% SL)
6,8.108108108108109,875.4769098364959,334.50038975035187,11.021879803832503,14,74,Taylor's Bar,Malibu,A,intermittent-volatile,Moving Average (95% SL)
3,4.054054054054054,1058.679327348657,334.41328202899547,2.176470588235294,3,74,Taylor's Bar,Miller,B,intermittent-seasonal,Moving Average (95% SL)
7,9.45945945945946,1574.2033418584592,406.53114278473214,13.305885057386295,18,74,Taylor's Bar,Smirnoff,A,intermittent-seasonal,Moving Average (95% SL)
3,4.054054054054054,988.7599868331804,451.6771682117819,9.169934423660735,11,74,Taylor's Bar,Sutter Home,B,intermittent-volatile,Moving Average (95% SL)
5,6.756756756756757,991.2420144726387,291.6282942658662,5.663538202577894,6,74,Taylor's Bar,Yellow Tail,B,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,535.2042905020664,275.3047094218644,11.048760175173229,12,74,Thomas's Bar,Absolut,A,intermittent-seasonal,Moving Average (95% SL)
4,5.405405405405405,413.58939551902165,379.9606671547995,15.023240819175076,15,74,Thomas's Bar,Bacardi,A,intermittent-stable,Moving Average (95% SL)
3,4.054054054054054,126.45133019189186,294.29231323210377,15.620722876925706,15,74,Thomas's Bar,Barefoot,A,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,764.3596973661922,307.7779012273516,11.67280135548126,13,74,Thomas's Bar,Budweiser,B,intermittent-volatile,Moving Average (95% SL)
5,6.756756756756757,1231.2803633660153,347.8958698354968,8.477736852778964,12,74,Thomas's Bar,Captain Morgan,A,intermittent-volatile,Moving Average (95% SL)
4,5.405405405405405,822.6904918046727,270.5586807706428,4.7741935483871,5,74,Thomas's Bar,Coors,C,intermittent-stable,Moving Average (95% SL)
5,6.756756756756757,1412.6455537520962,407.64454683412526,14.902602017928796,21,74,Thomas's Bar,Grey Goose,A,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,518.115986938727,247.9694216547261,6.220057306940436,5,74,Thomas's Bar,Heineken,C,intermittent-volatile,Moving Average (95% SL)
5,6.756756756756757,901.432031283588,301.54889885276197,8.644660877999872,10,74,Thomas's Bar,Jack Daniels,A,intermittent-volatile,Moving Average (95% SL)
2,2.7027027027027026,716.1579382528787,168.3583295141298,1.0422535211267605,1,74,Thomas's Bar,Jameson,B,intermittent-volatile,Moving Average (95% SL)
7,9.45945945945946,941.2150498214777,327.5252217852239,9.852935699390802,12,74,Thomas's Bar,Jim Beam,A,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,707.4091766566871,275.5156454300182,10.005060943239556,12,74,Thomas's Bar,Malibu,A,intermittent-seasonal,Moving Average (95% SL)
4,5.405405405405405,481.73472783431396,314.1654286292991,8.105555354311193,7,74,Thomas's Bar,Miller,A,intermittent-volatile,Moving Average (95% SL)
3,4.054054054054054,487.9248440493141,369.20434746303863,13.094632252223631,13,74,Thomas's Bar,Smirnoff,A,intermittent-stable,Moving Average (95% SL)
3,4.054054054054054,784.6561935953183,274.4181002399889,6.0030071083650345,7,74,Thomas's Bar,Sutter Home,C,intermittent-stable,Moving Average (95% SL)
4,5.405405405405405,702.845448523778,389.17939570249746,16.348898789955626,19,74,Thomas's Bar,Yellow Tail,A,intermittent-seasonal,Moving Average (95% SL)
