stockout_days,stockout_rate_pct,lost_volume_ml,avg_holding_ml,turnover_ratio,n_orders_placed,n_days_simulated,Bar Name,Brand Name,abc_class,series_class,policy
7,9.45945945945946,1275.7672972972969,302.5376442658876,12.034577421059241,7,74,Brown's Bar,Smirnoff,B,intermittent-seasonal,Naive (fixed qty)
6,8.108108108108109,1485.01,208.8354236669102,10.065294302525258,6,74,Brown's Bar,Sutter Home,A,intermittent-volatile,Naive (fixed qty)
8,10.81081081081081,2341.7749999999996,377.57740504017534,8.542447076929312,6,74,Brown's Bar,Yellow Tail,A,intermittent-volatile,Naive (fixed qty)
8,10.81081081081081,1413.2443243243242,276.9865850986122,11.313600889949297,7,74,Johnson's Bar,Absolut,A,intermittent-seasonal,Naive (fixed qty)
9,12.162162162162163,1148.996891891892,275.40777392257115,13.405842019354568,8,74,Johnson's Bar,Bacardi,A,intermittent-stable,Naive (fixed qty)
6,8.108108108108109,1120.2162162162163,154.13294375456542,4.9553571428571415,4,74,Johnson's Bar,Barefoot,A,intermittent-seasonal,Naive (fixed qty)
6,8.108108108108109,1209.064864864865,218.1382834185536,8.129224762132276,6,74,Johnson's Bar,Budweiser,A,intermittent-seasonal,Naive (fixed qty)
7,9.45945945945946,1929.6554054054054,261.0952501826151,12.148036367479607,6,74,Johnson's Bar,Captain Morgan,A,intermittent-stable,Naive (fixed qty)
5,6.756756756756757,1177.663378378378,302.01864134404684,10.063771587394212,7,74,Johnson's Bar,Coors,A,intermittent-volatile,Naive (fixed qty)
6,8.108108108108109,2100.364594594595,387.04692476260044,11.424287657413958,6,74,Johnson's Bar,Grey Goose,A,intermittent-volatile,Naive (fixed qty)
4,5.405405405405405,787.3960810810809,317.1463294375458,15.24890396018686,9,74,Johnson's Bar,Heineken,A,intermittent-volatile,Naive (fixed qty)
6,8.108108108108109,852.8795945945946,264.1486340394448,11.28504948074147,8,74,Johnson's Bar,Jack Daniels,A,intermittent-volatile,Naive (fixed qty)
5,6.756756756756757,942.6525675675678,230.65607742878004,10.76233264739762,7,74,Johnson's Bar,Jameson,B,intermittent-volatile,Naive (fixed qty)
6,8.108108108108109,1446.546486486486,386.2722881665451,9.822665590438623,7,74,Johnson's Bar,Jim Beam,B,intermittent-stable,Naive (fixed qty)
7,9.45945945945946,1679.6808108108112,325.2720598977355,14.20183212367374,7,74,Johnson's Bar,Malibu,A,intermittent-seasonal,Naive (fixed qty)
7,9.45945945945946,1443.961756756757,269.16166362308246,11.895558231230464,7,74,Johnson's Bar,Miller,B,intermittent-volatile,Naive (fixed qty)
7,9.45945945945946,984.3409459459458,216.3739554419284,10.087485111579666,7,74,Johnson's Bar,Smirnoff,A,intermittent-stable,Naive (fixed qty)
5,6.756756756756757,1061.2767567567573,321.5790138787435,10.344652790363984,8,74,Johnson's Bar,Sutter Home,A,intermittent-stable,Naive (fixed qty)
5,6.756756756756757,654.4605405405405,294.39012417823227,16.055767742391403,9,74,Johnson's Bar,Yellow Tail,A,intermittent-volatile,Naive (fixed qty)
8,10.81081081081081,1122.938378378378,237.08117786705628,17.169864171605592,8,74,Smith's Bar,Absolut,A,intermittent-volatile,Naive (fixed qty)
6,8.108108108108109,1081.6281081081083,283.0937563915267,13.850188509523939,8,74,Smith's Bar,Bacardi,A,intermittent-stable,Naive (fixed qty)
7,9.45945945945946,1352.6082432432434,290.8358418553688,10.31255892541702,7,74,Smith's Bar,Barefoot,A,intermittent-stable,Naive (fixed qty)
7,9.45945945945946,1365.7743243243244,214.25343681519362,9.349374765938991,6,74,Smith's Bar,Budweiser,C,intermittent-seasonal,Naive (fixed qty)
6,8.108108108108109,1097.2337837837838,207.66786157779404,7.7492790843486805,5,74,Smith's Bar,Captain Morgan,A,intermittent-volatile,Naive (fixed qty)
5,6.756756756756757,898.2891891891893,171.11276113951786,7.699547374707992,6,74,Smith's Bar,Coors,B,intermittent-stable,Naive (fixed qty)
9,12.162162162162163,2221.3864864864863,264.53925858290734,12.315879053136594,6,74,Smith's Bar,Grey Goose,A,intermittent-seasonal,Naive (fixed qty)
7,9.45945945945946,1432.7959459459457,305.05978268809355,9.49870883838124,7,74,Smith's Bar,Heineken,B,intermittent-stable,Naive (fixed qty)
5,6.756756756756757,1421.8777027027027,195.6136632578525,4.824061272516536,4,74,Smith's Bar,Jack Daniels,A,intermittent-stable,Naive (fixed qty)
9,12.162162162162163,1158.7259459459453,306.64660336011696,12.583390821135433,8,74,Smith's Bar,Jameson,A,intermittent-volatile,Naive (fixed qty)
7,9.45945945945946,1463.435,204.88717494521552,8.412703237578857,5,74,Smith's Bar,Jim Beam,A,intermittent-stable,Naive (fixed qty)
7,9.45945945945946,1795.4432432432432,286.9978159240321,9.175389534859011,6,74,Smith's Bar,Malibu,A,intermittent-volatile,Naive (fixed qty)
5,6.756756756756757,1549.9654054054056,213.5799452154858,4.948004802269097,4,74,Smith's Bar,Miller,A,intermittent-stable,Naive (fixed qty)
7,9.45945945945946,1869.1094594594592,303.7654839298758,9.024595240627745,6,74,Smith's Bar,Smirnoff,B,intermittent-volatile,Naive (fixed qty)
10,13.513513513513514,1532.721891891893,345.0345909422935,14.835492563596937,8,74,Smith's Bar,Sutter Home,A,intermittent-stable,Naive (fixed qty)
8,10.81081081081081,1587.9604054054053,329.2098466033601,10.695699508760246,7,74,Smith's Bar,Yellow Tail,A,intermittent-stable,Naive (fixed qty)
6,8.108108108108109,1593.1799999999998,266.9199233016801,8.395251925302405,6,74,Taylor's Bar,Absolut,A,intermittent-stable,Naive (fixed qty)
4,5.405405405405405,1746.912972972973,193.73964937910884,2.487394957983192,2,74,Taylor's Bar,Bacardi,B,intermittent-volatile,Naive (fixed qty)
5,6.756756756756757,1073.5262162162167,257.2241088385682,14.189625538072873,8,74,Taylor's Bar,Barefoot,A,intermittent-volatile,Naive (fixed qty)
5,6.756756756756757,1079.835,152.86763513513515,7.063856250837038,4,74,Taylor's Bar,Budweiser,A,intermittent-stable,Naive (fixed qty)
8,10.81081081081081,1952.9554054054056,253.1257523739956,11.315856121831946,5,74,Taylor's Bar,Captain Morgan,A,intermittent-volatile,Naive (fixed qty)
6,8.108108108108109,926.567432432432,174.2621639883127,11.7900668770839,7,74,Taylor's Bar,Coors,B,intermittent-volatile,Naive (fixed qty)
7,9.45945945945946,2370.425,331.8009441197955,10.312463121758366,6,74,Taylor's Bar,Grey Goose,A,intermittent-stable,Naive (fixed qty)
4,5.405405405405405,888.6454054054054,120.08721694667642,5.045454545454544,4,74,Taylor's Bar,Heineken,C,intermittent-stable,Naive (fixed qty)
9,12.162162162162163,1084.5991891891892,226.4101935719503,10.62222849982476,7,74,Taylor's Bar,Jack Daniels,A,intermittent-volatile,Naive (fixed qty)
10,13.513513513513514,1880.8086486486488,297.55150840029216,10.582105156447124,6,74,Taylor's Bar,Jameson,A,intermittent-volatile,Naive (fixed qty)
6,8.108108108108109,2026.7320270270272,382.9047498173849,11.736751698996372,7,74,Taylor's Bar,Jim Beam,A,intermittent-volatile,Naive (fixed qty)
9,12.162162162162163,1629.3810810810812,299.22425127830525,9.801742025886274,6,74,Taylor's Bar,Malibu,A,intermittent-volatile,Naive (fixed qty)
4,5.405405405405405,1400.2454054054056,160.512753834916,2.4065040650406493,2,74,Taylor's Bar,Miller,B,intermittent-seasonal,Naive (fixed qty)
7,9.45945945945946,2170.5348648648646,406.1704601899197,11.849520353805834,7,74,Taylor's Bar,Smirnoff,A,intermittent-seasonal,Naive (fixed qty)
6,8.108108108108109,1594.6490540540542,345.12260956902844,10.245521005886788,7,74,Taylor's Bar,Sutter Home,B,intermittent-volatile,Naive (fixed qty)
5,6.756756756756757,1321.445,242.29598429510582,5.453846062882075,5,74,Taylor's Bar,Yellow Tail,B,intermittent-stable,Naive (fixed qty)
6,8.108108108108109,863.3940540540541,215.80924397370342,12.574002373487762,7,74,Thomas's Bar,Absolut,A,intermittent-seasonal,Naive (fixed qty)
8,10.81081081081081,1491.442972972973,302.46876917457996,15.308645053382172,7,74,Thomas's Bar,Bacardi,A,intermittent-stable,Naive (fixed qty)
5,6.756756756756757,1021.2994594594593,247.89662527392264,14.934493506919043,8,74,Thomas's Bar,Barefoot,A,intermittent-stable,Naive (fixed qty)
6,8.108108108108109,1003.0895945945945,282.9114079620161,11.854949326948677,8,74,Thomas's Bar,Budweiser,B,intermittent-volatile,Naive (fixed qty)
5,6.756756756756757,1333.5681081081082,270.9376004382761,10.50825683584107,7,74,Thomas's Bar,Captain Morgan,A,intermittent-volatile,Naive (fixed qty)
5,6.756756756756757,1257.2048648648647,178.38717677136603,4.805194805194806,4,74,Thomas's Bar,Coors,C,intermittent-stable,Naive (fixed qty)
6,8.108108108108109,1618.9427027027027,430.51722242512784,13.631666729239686,8,74,Thomas's Bar,Grey Goose,A,intermittent-stable,Naive (fixed qty)
5,6.756756756756757,1030.25,156.15549671292914,6.597590361445784,5,74,Thomas's Bar,Heineken,C,intermittent-volatile,Naive (fixed qty)
7,9.45945945945946,1477.8899999999996,231.93879474068666,8.75373178631009,6,74,Thomas's Bar,Jack Daniels,A,intermittent-volatile,Naive (fixed qty)
2,2.7027027027027026,783.1885135135135,103.71955989773556,1.0455259026687589,1,74,Thomas's Bar,Jameson,B,intermittent-volatile,Naive (fixed qty)
8,10.81081081081081,1295.5527027027024,233.4477392257122,12.305740491749813,7,74,Thomas's Bar,Jim Beam,A,intermittent-stable,Naive (fixed qty)
6,8.108108108108109,1076.636216216216,233.49192111029953,10.2244384834884,7,74,Thomas's Bar,Malibu,A,intermittent-seasonal,Naive (fixed qty)
5,6.756756756756757,941.2035135135134,220.0224214755296,9.485471855506326,7,74,Thomas's Bar,Miller,A,intermittent-volatile,Naive (fixed qty)
5,6.756756756756757,1654.2967567567566,309.3079437545655,11.859453716953231,7,74,Thomas's Bar,Smirnoff,A,intermittent-stable,Naive (fixed qty)
5,6.756756756756757,1091.9050000000002,175.0735920379839,7.654409693663312,5,74,Thomas's Bar,Sutter Home,C,intermittent-stable,Naive (fixed qty)
5,6.756756756756757,928.6156756756757,325.9334185536889,18.82864405729367,9,74,Thomas's Bar,Yellow Tail,A,intermittent-seasonal,Naive (fixed qty)
