Bar Name,Brand Name,mean_ml,std_ml,n_days,pct_zero_days,cv,active_mean_ml,active_std_ml,n_active_days,active_cv,weekday_mean,weekend_mean,weekend_uplift,series_class
Brown's Bar,Malibu,52.06838797814207,138.8190754957829,366,0.8497267759562842,2.6660912865990425,346.49145454545453,162.33192596262145,55,0.46850196111063375,60.97612440191388,40.21031847133758,-0.340556342900739,intermittent-volatile
Brown's Bar,Miller,45.0298087431694,128.59629724197686,366,0.8688524590163934,2.8558037626905026,343.35229166666664,154.32638840608664,48,0.4494695161548822,36.26861244019139,56.692802547770704,0.5631367933157008,intermittent-seasonal
Brown's Bar,Smirnoff,46.72756830601093,128.6569184626977,366,0.860655737704918,2.7533407606435953,335.33901960784317,148.71336432553602,51,0.4434716976850665,42.174880382775115,52.78815286624204,0.25164914250240655,intermittent-seasonal
Brown's Bar,Sutter Home,56.37956284153006,137.04680976461174,366,0.8224043715846995,2.43078879752613,317.4603076923077,151.45063968964885,65,0.47706952970145633,60.96492822966507,50.27547770700637,-0.17533770371039814,intermittent-volatile
Brown's Bar,Yellow Tail,80.84325136612023,171.60728201356895,366,0.7786885245901639,2.122716233126246,365.29172839506174,170.75076433789485,81,0.4674367117155976,88.99564593301436,69.99070063694266,-0.21354915846530764,intermittent-volatile
Johnson's Bar,Absolut,71.23035519125683,152.55982605400058,366,0.7950819672131147,2.141781065732023,347.6041333333333,132.03411822679746,75,0.37984047243818003,57.754976076555025,89.16891719745223,0.5439174813137762,intermittent-seasonal
Johnson's Bar,Bacardi,51.12450819672131,136.01367084252539,366,0.8497267759562842,2.6604396920388984,340.21036363636364,157.71206120019312,55,0.46357218373501646,52.00459330143541,49.95292993630573,-0.03945157984867953,intermittent-stable
Johnson's Bar,Barefoot,60.34734972677596,149.14217947093428,366,0.819672131147541,2.4713956809400743,334.6534848484849,178.03206164571267,66,0.5319892656319329,53.58373205741627,69.35114649681529,0.2942574888681484,intermittent-seasonal
Johnson's Bar,Budweiser,52.85565573770492,147.38096420819986,366,0.8579234972677595,2.788366961892873,372.02250000000004,185.4450070365981,52,0.4984779335567018,43.274928229665065,65.60961783439491,0.5161115342860203,intermittent-seasonal
Johnson's Bar,Captain Morgan,77.37612021857923,156.5728116716599,366,0.7650273224043715,2.023528851399612,329.29837209302326,146.07165989062042,86,0.4435845186910209,82.4534928229665,70.61707006369426,-0.14355271504005152,intermittent-stable
Johnson's Bar,Coors,53.396120218579235,142.14887004875885,366,0.8442622950819673,2.662157277848401,342.859298245614,175.16965549615492,57,0.5109082833467993,56.53617224880382,49.21605095541401,-0.12947677570344684,intermittent-volatile
Johnson's Bar,Grey Goose,69.54811475409836,160.5658221449809,366,0.8060109289617486,2.308701288492065,358.5156338028169,171.324645168442,71,0.4778721735261071,71.8790909090909,66.44509554140127,-0.07559911093703564,intermittent-volatile
Johnson's Bar,Heineken,53.34937158469945,137.7344561695306,366,0.8415300546448088,2.5817446781141227,336.6529310344827,156.30527819946676,58,0.4642920461710066,55.46038277511961,50.53917197452229,-0.0887338051839962,intermittent-volatile
Johnson's Bar,Jack Daniels,51.91964480874317,143.26914605804782,366,0.8579234972677595,2.7594400267145427,365.43442307692305,173.45479193368703,52,0.4746536751333227,54.32406698564593,48.71885350318472,-0.103181035468907,intermittent-volatile
Johnson's Bar,Jameson,48.38420765027322,126.81540811185349,366,0.8415300546448088,2.621008264276854,305.3210344827586,152.1764495656928,58,0.4984145616547299,64.20291866028708,27.326178343949046,-0.5743779424026132,intermittent-volatile
Johnson's Bar,Jim Beam,45.30401639344262,127.75226004805559,366,0.8661202185792349,2.8198881736796,338.39326530612243,151.19259313300478,49,0.44679551466909556,43.48502392344498,47.72547770700637,0.09751526849856806,intermittent-stable
Johnson's Bar,Malibu,72.01232240437157,163.08246406091826,366,0.8169398907103825,2.2646466412395303,393.3807462686567,136.92232942398107,67,0.34806566087113705,63.44191387559809,83.42133757961783,0.3149246686220244,intermittent-seasonal
Johnson's Bar,Miller,44.60453551912568,131.86535009343098,366,0.8688524590163934,2.9563215614450082,340.1095833333333,179.9878846863456,48,0.5292055664010613,47.028995215311,41.37707006369427,-0.12017958550338448,intermittent-volatile
Johnson's Bar,Smirnoff,69.68857923497268,163.7369095038328,366,0.819672131147541,2.349551552080756,386.45484848484847,162.01240555769817,66,0.4192272556364372,74.26468899521531,63.59681528662421,-0.14364664893807622,intermittent-stable
Johnson's Bar,Sutter Home,60.23650273224044,145.01939384448988,366,0.8224043715846995,2.4075002243925265,339.1778461538462,154.43854519569737,65,0.4553320535140325,57.21727272727273,64.25573248407643,0.12301284946510238,intermittent-stable
Johnson's Bar,Yellow Tail,59.01707650273224,140.13423368642592,366,0.8169398907103825,2.3744692551813933,322.39179104477614,149.68479922141617,67,0.4642946978777969,65.34598086124402,50.59197452229299,-0.2257829195383838,intermittent-volatile
Smith's Bar,Absolut,74.2662568306011,161.05469975384023,366,0.7786885245901639,2.1686120538052798,335.5734567901235,171.93335786839404,81,0.5123568458393469,72.42569377990431,76.71643312101911,0.059243330884119594,intermittent-volatile
Smith's Bar,Bacardi,52.224726775956285,138.68828654574125,366,0.8579234972677595,2.6556057849898007,367.5817307692308,139.5200658521099,52,0.37956202436976155,53.505502392344496,50.51974522292994,-0.05580280599031906,intermittent-stable
Smith's Bar,Barefoot,58.011803278688525,146.46302970243372,366,0.8387978142076503,2.5247108592509315,359.8698305084746,156.5039236975527,59,0.4348903698774137,63.18153110047847,51.12980891719745,-0.19074754874355604,intermittent-stable
Smith's Bar,Budweiser,37.20071038251366,113.60295094584275,366,0.8825136612021858,3.053784451364731,316.63860465116284,146.86239488493976,43,0.46381708587535114,31.84540669856459,44.32974522292994,0.39202948929297454,intermittent-seasonal
Smith's Bar,Captain Morgan,60.43527322404372,141.1788307748943,366,0.8114754098360656,2.336033631411256,320.56971014492757,149.5576552505167,69,0.46653707607903006,59.667224880382776,61.45770700636943,0.030007799584715222,intermittent-volatile
Smith's Bar,Coors,41.45724043715847,123.95625840641269,366,0.8852459016393442,2.989978520020104,361.2702380952381,135.75863277564585,42,0.3757813914908129,43.63803827751196,38.554140127388536,-0.11650152827202853,intermittent-stable
Smith's Bar,Grey Goose,68.41956284153005,161.4381147789146,366,0.8114754098360656,2.3595315151724874,362.9211594202899,177.31441370475073,69,0.48857557379124145,58.133588516746414,82.11235668789809,0.4124769996650759,intermittent-seasonal
Smith's Bar,Heineken,46.66393442622951,132.0593899410457,366,0.8688524590163934,2.830009761603298,355.8125,151.9753444939098,48,0.42712199401063705,55.46732057416268,34.944777070063694,-0.3699934175954882,intermittent-stable
Smith's Bar,Jack Daniels,49.41027322404371,133.43774024659183,366,0.8579234972677595,2.7006072126243414,347.77230769230766,147.09129960028073,52,0.42295288137323483,45.54454545454545,54.556369426751594,0.1978683480593777,intermittent-stable
Smith's Bar,Jameson,49.4083606557377,138.80868835086923,366,0.8524590163934426,2.8094169996459826,334.87888888888887,187.86140452990784,54,0.560983121848088,53.109712918660286,44.48108280254777,-0.1624680240566847,intermittent-volatile
Smith's Bar,Jim Beam,65.37718579234972,148.67400096986464,366,0.8032786885245902,2.2740960652861584,332.33402777777775,153.83310020983203,72,0.4628869972734053,72.19047846889951,56.30726114649681,-0.22001817496258003,intermittent-stable
Smith's Bar,Malibu,67.08245901639344,151.8008394402303,366,0.8005464480874317,2.2628991492863073,336.3312328767123,158.12403980336663,73,0.4701437878691735,65.61822966507177,69.0316560509554,0.052019483050768534,intermittent-volatile
Smith's Bar,Miller,56.21032786885246,140.6823087295671,366,0.8387978142076503,2.502783991187546,348.6945762711864,144.23575549488214,59,0.4136449641324712,55.78038277511962,56.782675159235666,0.017968546185077594,intermittent-stable
Smith's Bar,Smirnoff,46.49781420765027,134.68157535411717,366,0.860655737704918,2.89651411897891,333.69019607843137,186.1872104575413,51,0.5579642813772671,50.577846889952156,41.06643312101911,-0.1880549361784436,intermittent-volatile
Smith's Bar,Sutter Home,59.652923497267764,140.9537928695303,366,0.8224043715846995,2.362898322594136,335.8918461538462,138.1062525839741,65,0.41116286139532626,63.85277511961722,54.06203821656051,-0.1533329895954474,intermittent-stable
Smith's Bar,Yellow Tail,65.80658469945355,155.52549892709862,366,0.8169398907103825,2.3633729001041757,359.48074626865673,163.08958985518237,67,0.4536810150418958,62.184593301435406,70.62821656050954,0.13578320305391833,intermittent-stable
Taylor's Bar,Absolut,50.563060109289616,135.95895171194155,366,0.8524590163934426,2.6888988011815904,342.70518518518514,159.03955856233037,54,0.4640710600173479,56.67124401913876,42.431783439490445,-0.2512643021360079,intermittent-stable
Taylor's Bar,Bacardi,45.28366120218579,126.2827235539475,366,0.855191256830601,2.7887039210480618,312.71358490566035,163.40362190099353,53,0.5225344525735562,50.266746411483254,38.65012738853503,-0.23109948131225078,intermittent-volatile
Taylor's Bar,Barefoot,59.362814207650274,142.56229323564656,366,0.8169398907103825,2.4015420282631093,324.28044776119407,158.70942233426234,67,0.48942026394122534,58.62468899521531,60.34541401273885,0.029351541935923597,intermittent-volatile
Taylor's Bar,Budweiser,60.16978142076503,158.3815644279252,366,0.8497267759562842,2.632244304169378,400.4025454545454,175.50293971599515,55,0.43831624376103934,64.66588516746411,54.18452229299363,-0.16208488985076264,intermittent-stable
Taylor's Bar,Captain Morgan,62.203852459016396,157.98830374835444,366,0.819672131147541,2.539847573788883,344.94863636363635,202.80232055937066,66,0.5879203428581797,59.989234449760765,65.151974522293,0.08606110946216328,intermittent-volatile
Taylor's Bar,Coors,39.83193989071038,115.85366979865397,366,0.8661202185792349,2.9085620764775606,297.52020408163264,154.2691635514828,49,0.518516596301994,37.42143540669856,43.04082802547771,0.1501650740466587,intermittent-volatile
Taylor's Bar,Grey Goose,76.55161202185792,164.63555527159386,366,0.7868852459016393,2.150647790729543,359.20371794871795,160.11199406802388,78,0.44574147222741833,74.76980861244019,78.92356687898089,0.05555395076736369,intermittent-stable
Taylor's Bar,Heineken,27.619316939890712,100.58387055980904,366,0.9153005464480874,3.6417942840047313,326.08612903225804,150.07159088642592,31,0.460220713256957,33.29822966507177,20.059490445859872,-0.39758087298853295,intermittent-stable
Taylor's Bar,Jack Daniels,63.10636612021858,148.20091344871233,366,0.8114754098360656,2.348430476354594,334.73811594202897,160.0928917505246,69,0.4782631081613962,57.456842105263156,70.62707006369428,0.22921948850413232,intermittent-volatile
Taylor's Bar,Jameson,58.582486338797814,142.5831749612147,366,0.819672131147541,2.433887393181282,324.86651515151516,162.24338766653986,66,0.4994155448457679,66.68483253588516,47.79656050955414,-0.28324689900310784,intermittent-volatile
Taylor's Bar,Jim Beam,66.58153005464482,150.43513872656186,366,0.8005464480874317,2.2594124617307036,333.8197260273973,155.81024615941413,73,0.46674966759341974,61.10081339712919,73.87751592356688,0.20910855054243838,intermittent-volatile
Taylor's Bar,Malibu,60.22592896174863,149.1999870563929,366,0.825136612021858,2.477338077278218,344.41703125,171.86169327356268,64,0.49899301625654635,61.314162679425834,58.77726114649682,-0.041375457513673,intermittent-volatile
Taylor's Bar,Miller,39.11907103825136,125.44335769072715,366,0.8879781420765027,3.2067059457538316,349.2092682926829,180.5486035308809,41,0.5170212245900576,30.781435406698563,50.21821656050955,0.6314449244163973,intermittent-seasonal
Taylor's Bar,Smirnoff,63.50448087431694,152.4443904793938,366,0.8306010928961749,2.400529669411828,374.88129032258064,142.8700293512686,62,0.38110738796361576,55.159330143540664,74.61363057324841,0.35269283327194123,intermittent-seasonal
Taylor's Bar,Sutter Home,43.5820218579235,131.08977044511502,366,0.8743169398907104,3.0078863911469043,346.76130434782607,178.65758002526255,46,0.5152177529187524,49.82837320574162,35.2668152866242,-0.29223426297689203,intermittent-volatile
Taylor's Bar,Yellow Tail,44.850218579234976,126.27997178245145,366,0.8688524590163934,2.815593229704288,341.98291666666665,141.64937922160215,48,0.41420016123106196,46.99253588516746,41.99834394904458,-0.10627628073375006,intermittent-stable
Thomas's Bar,Absolut,55.81704918032787,138.92926860888718,366,0.8333333333333334,2.489011344187133,334.9022950819672,149.64101821128952,61,0.44681992452355374,49.265645933014355,64.53834394904459,0.31000705921518334,intermittent-seasonal
Thomas's Bar,Bacardi,66.02404371584699,154.4564667472421,366,0.819672131147541,2.3393972567325454,366.1333333333333,149.64836127333592,66,0.40872640551712286,85.59464114832535,39.971464968152866,-0.5330143986597589,intermittent-stable
Thomas's Bar,Barefoot,57.46136612021858,139.41664979199754,366,0.8278688524590164,2.4262675812530303,333.8231746031746,143.81772254764576,63,0.4308200672964245,59.96129186602871,54.133439490445866,-0.09719357595903688,intermittent-stable
Thomas's Bar,Budweiser,41.17786885245902,132.75933797704513,366,0.8934426229508197,3.224045869219799,386.4384615384615,179.88909930899766,39,0.4655051637273264,43.587846889952154,37.96968152866242,-0.12889293145114789,intermittent-volatile
Thomas's Bar,Captain Morgan,54.30497267759563,136.82663890625545,366,0.8306010928961749,2.5195968648872085,320.57451612903225,158.9455966074857,62,0.49581482186035525,59.694928229665074,47.12980891719745,-0.21048889219073474,intermittent-volatile
Thomas's Bar,Coors,36.055191256830604,115.45215141402821,366,0.8961748633879781,3.202095104464491,347.2684210526316,143.16175968210712,38,0.4122510168018119,36.98100478468899,34.82273885350318,-0.05836147351191989,intermittent-stable
Thomas's Bar,Grey Goose,77.89699453551913,165.0368158984575,366,0.7841530054644809,2.1186544729040184,360.8898734177215,154.975105316733,79,0.4294249208188587,77.266985645933,78.73566878980891,0.019007900095986408,intermittent-stable
Thomas's Bar,Heineken,36.3453825136612,117.17628446644028,366,0.8934426229508197,3.2239661921950344,341.0874358974359,158.75743337288839,39,0.4654449758759989,34.39090909090909,38.9471974522293,0.13248525502120612,intermittent-volatile
Thomas's Bar,Jack Daniels,67.06155737704918,155.3797864554389,366,0.8087431693989071,2.3169725328898387,350.63614285714283,163.82854079085382,70,0.4672323265248823,66.7942105263158,67.41745222929937,0.009330774300237099,intermittent-volatile
Thomas's Bar,Jameson,43.272240437158466,124.16373752012574,366,0.8633879781420765,2.869362350221752,316.7528,162.61791054104305,50,0.5133906015701931,42.556028708133965,44.22566878980892,0.039233926011423836,intermittent-volatile
Thomas's Bar,Jim Beam,68.73811475409836,158.5201286246508,366,0.8169398907103825,2.3061460034470813,375.494776119403,148.45263913020153,67,0.39535207563845126,64.99368421052631,73.72273885350317,0.13430619834847146,intermittent-stable
Thomas's Bar,Malibu,59.22497267759563,148.44584065235892,366,0.8306010928961749,2.5064737718066503,349.6183870967742,169.3059502328289,62,0.48425928521306605,46.83626794258374,75.71694267515923,0.6166305728710091,intermittent-seasonal
Thomas's Bar,Miller,59.67841530054645,159.84610178578632,366,0.8497267759562842,2.67845754584443,397.13272727272727,190.28511819211505,55,0.47914741124177984,71.57272727272728,43.84458598726115,-0.3874121099201415,intermittent-volatile
Thomas's Bar,Smirnoff,58.51871584699453,141.66572922544313,366,0.8306010928961749,2.4208618930710686,345.4491935483871,139.072828170727,62,0.40258547644068265,59.530287081339715,57.172101910828026,-0.039613200038655316,intermittent-stable
Thomas's Bar,Sutter Home,38.1542349726776,120.53031718584323,366,0.8907103825136612,3.159028539614422,349.11125000000004,156.91045529361236,40,0.4494568860029929,40.14334928229665,35.50630573248407,-0.11551212424264579,intermittent-stable
Thomas's Bar,Yellow Tail,50.2577868852459,134.082946326655,366,0.8415300546448088,2.6679039137319736,317.1439655172413,170.28657687247744,58,0.5369377802751222,45.12191387559808,57.09471337579618,0.2653433436624013,intermittent-seasonal
