Bar Name,Brand Name,abc_class,series_class,lead_time_days,service_level,z_score,avg_forecast_demand_per_day_ml,forecast_rmse_ml,lead_time_demand_ml,safety_stock_ml,par_level_ml,reorder_point_ml
Anderson's Bar,Captain Morgan,A,intermittent-seasonal,3,99%,2.326,78.2,151.9,234.7,612.0,846.7,846.7
Anderson's Bar,Captain Morgan,A,intermittent-seasonal,5,90%,1.282,78.2,151.9,391.1,435.5,826.6,826.6
Anderson's Bar,Captain Morgan,A,intermittent-seasonal,5,95%,1.645,78.2,151.9,391.1,558.8,949.9,949.9
Anderson's Bar,Captain Morgan,A,intermittent-seasonal,5,99%,2.326,78.2,151.9,391.1,790.1,1181.2,1181.2
Anderson's Bar,Coors,A,intermittent-seasonal,2,90%,1.282,49.8,140.9,99.6,255.5,355.0,355.0
Anderson's Bar,Coors,A,intermittent-seasonal,2,95%,1.645,49.8,140.9,99.6,327.8,427.4,427.4
Anderson's Bar,Coors,A,intermittent-seasonal,2,99%,2.326,49.8,140.9,99.6,463.5,563.1,563.1
Anderson's Bar,Coors,A,intermittent-seasonal,3,90%,1.282,49.8,140.9,149.4,312.9,462.3,462.3
Anderson's Bar,Coors,A,intermittent-seasonal,3,95%,1.645,49.8,140.9,149.4,401.5,550.8,550.8
Anderson's Bar,Coors,A,intermittent-seasonal,3,99%,2.326,49.8,140.9,149.4,567.7,717.1,717.1
Anderson's Bar,Coors,A,intermittent-seasonal,5,90%,1.282,49.8,140.9,249.0,403.9,652.9,652.9
Anderson's Bar,Coors,A,intermittent-seasonal,5,95%,1.645,49.8,140.9,249.0,518.3,767.3,767.3
Anderson's Bar,Coors,A,intermittent-seasonal,5,99%,2.326,49.8,140.9,249.0,732.9,981.8,981.8
Anderson's Bar,Grey Goose,A,intermittent-stable,2,90%,1.282,49.7,143.5,99.4,260.2,359.6,359.6
Anderson's Bar,Grey Goose,A,intermittent-stable,2,95%,1.645,49.7,143.5,99.4,333.9,433.3,433.3
Anderson's Bar,Grey Goose,A,intermittent-stable,2,99%,2.326,49.7,143.5,99.4,472.1,571.5,571.5
Anderson's Bar,Grey Goose,A,intermittent-stable,3,90%,1.282,49.7,143.5,149.1,318.7,467.8,467.8
Anderson's Bar,Grey Goose,A,intermittent-stable,3,95%,1.645,49.7,143.5,149.1,408.9,558.0,558.0
Anderson's Bar,Grey Goose,A,intermittent-stable,3,99%,2.326,49.7,143.5,149.1,578.2,727.3,727.3
Anderson's Bar,Grey Goose,A,intermittent-stable,5,90%,1.282,49.7,143.5,248.5,411.4,659.9,659.9
Anderson's Bar,Grey Goose,A,intermittent-stable,5,95%,1.645,49.7,143.5,248.5,527.9,776.4,776.4
Anderson's Bar,Grey Goose,A,intermittent-stable,5,99%,2.326,49.7,143.5,248.5,746.4,994.9,994.9
Anderson's Bar,Heineken,B,intermittent-seasonal,2,90%,1.282,34.8,141.2,69.7,256.1,325.7,325.7
Anderson's Bar,Heineken,B,intermittent-seasonal,2,95%,1.645,34.8,141.2,69.7,328.6,398.2,398.2
Anderson's Bar,Heineken,B,intermittent-seasonal,2,99%,2.326,34.8,141.2,69.7,464.6,534.3,534.3
Anderson's Bar,Heineken,B,intermittent-seasonal,3,90%,1.282,34.8,141.2,104.5,313.6,418.1,418.1
Anderson's Bar,Heineken,B,intermittent-seasonal,3,95%,1.645,34.8,141.2,104.5,402.4,506.9,506.9
Anderson's Bar,Heineken,B,intermittent-seasonal,3,99%,2.326,34.8,141.2,104.5,569.0,673.5,673.5
Anderson's Bar,Heineken,B,intermittent-seasonal,5,90%,1.282,34.8,141.2,174.2,404.9,579.1,579.1
Anderson's Bar,Heineken,B,intermittent-seasonal,5,95%,1.645,34.8,141.2,174.2,519.5,693.7,693.7
Anderson's Bar,Heineken,B,intermittent-seasonal,5,99%,2.326,34.8,141.2,174.2,734.6,908.8,908.8
Anderson's Bar,Jack Daniels,A,intermittent-volatile,2,90%,1.282,76.4,192.7,152.7,349.3,502.0,502.0
Anderson's Bar,Jack Daniels,A,intermittent-volatile,2,95%,1.645,76.4,192.7,152.7,448.2,600.9,600.9
Anderson's Bar,Jack Daniels,A,intermittent-volatile,2,99%,2.326,76.4,192.7,152.7,633.7,786.5,786.5
Anderson's Bar,Jack Daniels,A,intermittent-volatile,3,90%,1.282,76.4,192.7,229.1,427.8,656.9,656.9
Anderson's Bar,Jack Daniels,A,intermittent-volatile,3,95%,1.645,76.4,192.7,229.1,548.9,778.0,778.0
Anderson's Bar,Jack Daniels,A,intermittent-volatile,3,99%,2.326,76.4,192.7,229.1,776.2,1005.3,1005.3
Anderson's Bar,Jack Daniels,A,intermittent-volatile,5,90%,1.282,76.4,192.7,381.8,552.3,934.1,934.1
Anderson's Bar,Jack Daniels,A,intermittent-volatile,5,95%,1.645,76.4,192.7,381.8,708.7,1090.5,1090.5
Anderson's Bar,Jack Daniels,A,intermittent-volatile,5,99%,2.326,76.4,192.7,381.8,1002.0,1383.9,1383.9
Anderson's Bar,Jameson,A,intermittent-seasonal,2,90%,1.282,46.6,136.5,93.3,247.5,340.8,340.8
Anderson's Bar,Jameson,A,intermittent-seasonal,2,95%,1.645,46.6,136.5,93.3,317.6,410.9,410.9
Anderson's Bar,Jameson,A,intermittent-seasonal,2,99%,2.326,46.6,136.5,93.3,449.1,542.4,542.4
Anderson's Bar,Jameson,A,intermittent-seasonal,3,90%,1.282,46.6,136.5,139.9,303.1,443.1,443.1
Anderson's Bar,Jameson,A,intermittent-seasonal,3,95%,1.645,46.6,136.5,139.9,389.0,528.9,528.9
Anderson's Bar,Jameson,A,intermittent-seasonal,3,99%,2.326,46.6,136.5,139.9,550.0,689.9,689.9
Anderson's Bar,Jameson,A,intermittent-seasonal,5,90%,1.282,46.6,136.5,233.2,391.4,624.6,624.6
Anderson's Bar,Jameson,A,intermittent-seasonal,5,95%,1.645,46.6,136.5,233.2,502.2,735.4,735.4
Anderson's Bar,Jameson,A,intermittent-seasonal,5,99%,2.326,46.6,136.5,233.2,710.1,943.3,943.3
Anderson's Bar,Jim Beam,A,intermittent-stable,2,90%,1.282,95.7,206.3,191.3,374.1,565.4,565.4
Anderson's Bar,Jim Beam,A,intermittent-stable,2,95%,1.645,95.7,206.3,191.3,480.0,671.3,671.3
Anderson's Bar,Jim Beam,A,intermittent-stable,2,99%,2.326,95.7,206.3,191.3,678.7,870.0,870.0
Anderson's Bar,Jim Beam,A,intermittent-stable,3,90%,1.282,95.7,206.3,287.0,458.1,745.1,745.1
Anderson's Bar,Jim Beam,A,intermittent-stable,3,95%,1.645,95.7,206.3,287.0,587.8,874.8,874.8
Anderson's Bar,Jim Beam,A,intermittent-stable,3,99%,2.326,95.7,206.3,287.0,831.2,1118.2,1118.2
Anderson's Bar,Jim Beam,A,intermittent-stable,5,90%,1.282,95.7,206.3,478.3,591.4,1069.8,1069.8
Anderson's Bar,Jim Beam,A,intermittent-stable,5,95%,1.645,95.7,206.3,478.3,758.9,1237.2,1237.2
Anderson's Bar,Jim Beam,A,intermittent-stable,5,99%,2.326,95.7,206.3,478.3,1073.1,1551.4,1551.4
Anderson's Bar,Malibu,C,intermittent-stable,2,90%,1.282,24.3,86.7,48.6,157.1,205.7,205.7
Anderson's Bar,Malibu,C,intermittent-stable,2,95%,1.645,24.3,86.7,48.6,201.6,250.2,250.2
Anderson's Bar,Malibu,C,intermittent-stable,2,99%,2.326,24.3,86.7,48.6,285.1,333.7,333.7
Anderson's Bar,Malibu,C,intermittent-stable,3,90%,1.282,24.3,86.7,72.9,192.4,265.3,265.3
Anderson's Bar,Malibu,C,intermittent-stable,3,95%,1.645,24.3,86.7,72.9,246.9,319.8,319.8
Anderson's Bar,Malibu,C,intermittent-stable,3,99%,2.326,24.3,86.7,72.9,349.1,422.0,422.0
Anderson's Bar,Malibu,C,intermittent-stable,5,90%,1.282,24.3,86.7,121.5,248.4,369.9,369.9
Anderson's Bar,Malibu,C,intermittent-stable,5,95%,1.645,24.3,86.7,121.5,318.8,440.3,440.3
Anderson's Bar,Malibu,C,intermittent-stable,5,99%,2.326,24.3,86.7,121.5,450.7,572.2,572.2
Anderson's Bar,Miller,A,intermittent-volatile,2,90%,1.282,34.8,128.1,69.6,232.2,301.8,301.8
Anderson's Bar,Miller,A,intermittent-volatile,2,95%,1.645,34.8,128.1,69.6,297.9,367.6,367.6
Anderson's Bar,Miller,A,intermittent-volatile,2,99%,2.326,34.8,128.1,69.6,421.3,490.9,490.9
Anderson's Bar,Miller,A,intermittent-volatile,3,90%,1.282,34.8,128.1,104.4,284.4,388.8,388.8
Anderson's Bar,Miller,A,intermittent-volatile,3,95%,1.645,34.8,128.1,104.4,364.9,469.4,469.4
Anderson's Bar,Miller,A,intermittent-volatile,3,99%,2.326,34.8,128.1,104.4,516.0,620.4,620.4
Anderson's Bar,Miller,A,intermittent-volatile,5,90%,1.282,34.8,128.1,174.1,367.1,541.2,541.2
Anderson's Bar,Miller,A,intermittent-volatile,5,95%,1.645,34.8,128.1,174.1,471.1,645.2,645.2
Anderson's Bar,Miller,A,intermittent-volatile,5,99%,2.326,34.8,128.1,174.1,666.1,840.2,840.2
Anderson's Bar,Smirnoff,A,intermittent-volatile,2,90%,1.282,74.4,197.5,148.9,358.0,506.9,506.9
Anderson's Bar,Smirnoff,A,intermittent-volatile,2,95%,1.645,74.4,197.5,148.9,459.4,608.3,608.3
Anderson's Bar,Smirnoff,A,intermittent-volatile,2,99%,2.326,74.4,197.5,148.9,649.6,798.4,798.4
Anderson's Bar,Smirnoff,A,intermittent-volatile,3,90%,1.282,74.4,197.5,223.3,438.5,661.8,661.8
Anderson's Bar,Smirnoff,A,intermittent-volatile,3,95%,1.645,74.4,197.5,223.3,562.6,785.9,785.9
Anderson's Bar,Smirnoff,A,intermittent-volatile,3,99%,2.326,74.4,197.5,223.3,795.5,1018.8,1018.8
Anderson's Bar,Smirnoff,A,intermittent-volatile,5,90%,1.282,74.4,197.5,372.2,566.1,938.2,938.2
Anderson's Bar,Smirnoff,A,intermittent-volatile,5,95%,1.645,74.4,197.5,372.2,726.3,1098.5,1098.5
Anderson's Bar,Smirnoff,A,intermittent-volatile,5,99%,2.326,74.4,197.5,372.2,1027.0,1399.2,1399.2
Anderson's Bar,Sutter Home,A,intermittent-volatile,2,90%,1.282,69.7,194.2,139.3,352.1,491.5,491.5
Anderson's Bar,Sutter Home,A,intermittent-volatile,2,95%,1.645,69.7,194.2,139.3,451.8,591.2,591.2
Anderson's Bar,Sutter Home,A,intermittent-volatile,2,99%,2.326,69.7,194.2,139.3,638.9,778.2,778.2
Anderson's Bar,Sutter Home,A,intermittent-volatile,3,90%,1.282,69.7,194.2,209.0,431.3,640.3,640.3
Anderson's Bar,Sutter Home,A,intermittent-volatile,3,95%,1.645,69.7,194.2,209.0,553.4,762.4,762.4
Anderson's Bar,Sutter Home,A,intermittent-volatile,3,99%,2.326,69.7,194.2,209.0,782.5,991.5,991.5
Anderson's Bar,Sutter Home,A,intermittent-volatile,5,90%,1.282,69.7,194.2,348.4,556.8,905.1,905.1
Anderson's Bar,Sutter Home,A,intermittent-volatile,5,95%,1.645,69.7,194.2,348.4,714.4,1062.8,1062.8
Anderson's Bar,Sutter Home,A,intermittent-volatile,5,99%,2.326,69.7,194.2,348.4,1010.2,1358.5,1358.5
Anderson's Bar,Yellow Tail,A,intermittent-volatile,2,90%,1.282,56.7,138.4,113.4,250.9,364.3,364.3
Anderson's Bar,Yellow Tail,A,intermittent-volatile,2,95%,1.645,56.7,138.4,113.4,322.0,435.4,435.4
Anderson's Bar,Yellow Tail,A,intermittent-volatile,2,99%,2.326,56.7,138.4,113.4,455.3,568.7,568.7
Anderson's Bar,Yellow Tail,A,intermittent-volatile,3,90%,1.282,56.7,138.4,170.1,307.3,477.4,477.4
Anderson's Bar,Yellow Tail,A,intermittent-volatile,3,95%,1.645,56.7,138.4,170.1,394.3,564.4,564.4
Anderson's Bar,Yellow Tail,A,intermittent-volatile,3,99%,2.326,56.7,138.4,170.1,557.6,727.7,727.7
Anderson's Bar,Yellow Tail,A,intermittent-volatile,5,90%,1.282,56.7,138.4,283.5,396.7,680.2,680.2
Anderson's Bar,Yellow Tail,A,intermittent-volatile,5,95%,1.645,56.7,138.4,283.5,509.1,792.6,792.6
Anderson's Bar,Yellow Tail,A,intermittent-volatile,5,99%,2.326,56.7,138.4,283.5,719.8,1003.3,1003.3
Brown's Bar,Absolut,A,intermittent-stable,2,90%,1.282,37.4,112.1,74.8,203.2,278.0,278.0
Brown's Bar,Absolut,A,intermittent-stable,2,95%,1.645,37.4,112.1,74.8,260.7,335.6,335.6
Brown's Bar,Absolut,A,intermittent-stable,2,99%,2.326,37.4,112.1,74.8,368.7,443.5,443.5
Brown's Bar,Absolut,A,intermittent-stable,3,90%,1.282,37.4,112.1,112.3,248.9,361.1,361.1
Brown's Bar,Absolut,A,intermittent-stable,3,95%,1.645,37.4,112.1,112.3,319.3,431.6,431.6
Brown's Bar,Absolut,A,intermittent-stable,3,99%,2.326,37.4,112.1,112.3,451.5,563.8,563.8
Brown's Bar,Absolut,A,intermittent-stable,5,90%,1.282,37.4,112.1,187.1,321.3,508.4,508.4
Brown's Bar,Absolut,A,intermittent-stable,5,95%,1.645,37.4,112.1,187.1,412.3,599.3,599.3
Brown's Bar,Absolut,A,intermittent-stable,5,99%,2.326,37.4,112.1,187.1,582.9,770.0,770.0
Brown's Bar,Bacardi,A,intermittent-stable,2,90%,1.282,68.8,154.6,137.6,280.2,417.8,417.8
Brown's Bar,Bacardi,A,intermittent-stable,2,95%,1.645,68.8,154.6,137.6,359.6,497.2,497.2
Brown's Bar,Bacardi,A,intermittent-stable,2,99%,2.326,68.8,154.6,137.6,508.4,646.0,646.0
Brown's Bar,Bacardi,A,intermittent-stable,3,90%,1.282,68.8,154.6,206.4,343.2,549.6,549.6
Brown's Bar,Bacardi,A,intermittent-stable,3,95%,1.645,68.8,154.6,206.4,440.4,646.8,646.8
Brown's Bar,Bacardi,A,intermittent-stable,3,99%,2.326,68.8,154.6,206.4,622.7,829.1,829.1
Brown's Bar,Bacardi,A,intermittent-stable,5,90%,1.282,68.8,154.6,344.0,443.1,787.0,787.0
Brown's Bar,Bacardi,A,intermittent-stable,5,95%,1.645,68.8,154.6,344.0,568.5,912.5,912.5
Brown's Bar,Bacardi,A,intermittent-stable,5,99%,2.326,68.8,154.6,344.0,803.9,1147.8,1147.8
Brown's Bar,Barefoot,A,intermittent-seasonal,2,90%,1.282,54.8,152.8,109.5,277.1,386.6,386.6
Brown's Bar,Barefoot,A,intermittent-seasonal,2,95%,1.645,54.8,152.8,109.5,355.6,465.1,465.1
Brown's Bar,Barefoot,A,intermittent-seasonal,2,99%,2.326,54.8,152.8,109.5,502.8,612.3,612.3
Brown's Bar,Barefoot,A,intermittent-seasonal,3,90%,1.282,54.8,152.8,164.3,339.4,503.7,503.7
Brown's Bar,Barefoot,A,intermittent-seasonal,3,95%,1.645,54.8,152.8,164.3,435.5,599.8,599.8
Brown's Bar,Barefoot,A,intermittent-seasonal,3,99%,2.326,54.8,152.8,164.3,615.8,780.1,780.1
Brown's Bar,Barefoot,A,intermittent-seasonal,5,90%,1.282,54.8,152.8,273.8,438.2,712.0,712.0
Brown's Bar,Barefoot,A,intermittent-seasonal,5,95%,1.645,54.8,152.8,273.8,562.2,836.0,836.0
Brown's Bar,Barefoot,A,intermittent-seasonal,5,99%,2.326,54.8,152.8,273.8,795.0,1068.8,1068.8
Brown's Bar,Budweiser,B,intermittent-stable,2,90%,1.282,34.5,128.5,68.9,232.9,301.9,301.9
Brown's Bar,Budweiser,B,intermittent-stable,2,95%,1.645,34.5,128.5,68.9,298.9,367.8,367.8
Brown's Bar,Budweiser,B,intermittent-stable,2,99%,2.326,34.5,128.5,68.9,422.6,491.6,491.6
Brown's Bar,Budweiser,B,intermittent-stable,3,90%,1.282,34.5,128.5,103.4,285.3,388.7,388.7
Brown's Bar,Budweiser,B,intermittent-stable,3,95%,1.645,34.5,128.5,103.4,366.1,469.5,469.5
Brown's Bar,Budweiser,B,intermittent-stable,3,99%,2.326,34.5,128.5,103.4,517.6,621.0,621.0
Brown's Bar,Budweiser,B,intermittent-stable,5,90%,1.282,34.5,128.5,172.4,368.3,540.7,540.7
Brown's Bar,Budweiser,B,intermittent-stable,5,95%,1.645,34.5,128.5,172.4,472.6,645.0,645.0
Brown's Bar,Budweiser,B,intermittent-stable,5,99%,2.326,34.5,128.5,172.4,668.2,840.6,840.6
Brown's Bar,Captain Morgan,B,intermittent-stable,2,90%,1.282,34.8,94.9,69.6,172.1,241.7,241.7
Brown's Bar,Captain Morgan,B,intermittent-stable,2,95%,1.645,34.8,94.9,69.6,220.8,290.4,290.4
Brown's Bar,Captain Morgan,B,intermittent-stable,2,99%,2.326,34.8,94.9,69.6,312.2,381.8,381.8
Brown's Bar,Captain Morgan,B,intermittent-stable,3,90%,1.282,34.8,94.9,104.4,210.8,315.1,315.1
Brown's Bar,Captain Morgan,B,intermittent-stable,3,95%,1.645,34.8,94.9,104.4,270.4,374.8,374.8
Brown's Bar,Captain Morgan,B,intermittent-stable,3,99%,2.326,34.8,94.9,104.4,382.4,486.7,486.7
Brown's Bar,Captain Morgan,B,intermittent-stable,5,90%,1.282,34.8,94.9,173.9,272.1,446.0,446.0
Brown's Bar,Captain Morgan,B,intermittent-stable,5,95%,1.645,34.8,94.9,173.9,349.1,523.1,523.1
Brown's Bar,Captain Morgan,B,intermittent-stable,5,99%,2.326,34.8,94.9,173.9,493.6,667.6,667.6
Brown's Bar,Coors,B,intermittent-seasonal,2,90%,1.282,69.5,202.4,139.0,367.0,505.9,505.9
Brown's Bar,Coors,B,intermittent-seasonal,2,95%,1.645,69.5,202.4,139.0,470.9,609.8,609.8
Brown's Bar,Coors,B,intermittent-seasonal,2,99%,2.326,69.5,202.4,139.0,665.8,804.8,804.8
Brown's Bar,Coors,B,intermittent-seasonal,3,90%,1.282,69.5,202.4,208.4,449.4,657.9,657.9
Brown's Bar,Coors,B,intermittent-seasonal,3,95%,1.645,69.5,202.4,208.4,576.7,785.1,785.1
Brown's Bar,Coors,B,intermittent-seasonal,3,99%,2.326,69.5,202.4,208.4,815.4,1023.9,1023.9
Brown's Bar,Coors,B,intermittent-seasonal,5,90%,1.282,69.5,202.4,347.4,580.2,927.6,927.6
Brown's Bar,Coors,B,intermittent-seasonal,5,95%,1.645,69.5,202.4,347.4,744.5,1091.9,1091.9
Brown's Bar,Coors,B,intermittent-seasonal,5,99%,2.326,69.5,202.4,347.4,1052.7,1400.1,1400.1
Brown's Bar,Grey Goose,A,intermittent-volatile,2,90%,1.282,94.3,216.3,188.7,392.1,580.8,580.8
Brown's Bar,Grey Goose,A,intermittent-volatile,2,95%,1.645,94.3,216.3,188.7,503.1,691.8,691.8
Brown's Bar,Grey Goose,A,intermittent-volatile,2,99%,2.326,94.3,216.3,188.7,711.4,900.1,900.1
Brown's Bar,Grey Goose,A,intermittent-volatile,3,90%,1.282,94.3,216.3,283.0,480.2,763.2,763.2
Brown's Bar,Grey Goose,A,intermittent-volatile,3,95%,1.645,94.3,216.3,283.0,616.2,899.2,899.2
Brown's Bar,Grey Goose,A,intermittent-volatile,3,99%,2.326,94.3,216.3,283.0,871.3,1154.3,1154.3
Brown's Bar,Grey Goose,A,intermittent-volatile,5,90%,1.282,94.3,216.3,471.6,620.0,1091.6,1091.6
Brown's Bar,Grey Goose,A,intermittent-volatile,5,95%,1.645,94.3,216.3,471.6,795.5,1267.1,1267.1
Brown's Bar,Grey Goose,A,intermittent-volatile,5,99%,2.326,94.3,216.3,471.6,1124.8,1596.5,1596.5
Brown's Bar,Heineken,A,intermittent-stable,2,90%,1.282,37.7,132.9,75.4,240.9,316.2,316.2
Brown's Bar,Heineken,A,intermittent-stable,2,95%,1.645,37.7,132.9,75.4,309.1,384.5,384.5
Brown's Bar,Heineken,A,intermittent-stable,2,99%,2.326,37.7,132.9,75.4,437.0,512.4,512.4
Brown's Bar,Heineken,A,intermittent-stable,3,90%,1.282,37.7,132.9,113.1,295.0,408.1,408.1
Brown's Bar,Heineken,A,intermittent-stable,3,95%,1.645,37.7,132.9,113.1,378.5,491.6,491.6
Brown's Bar,Heineken,A,intermittent-stable,3,99%,2.326,37.7,132.9,113.1,535.3,648.3,648.3
Brown's Bar,Heineken,A,intermittent-stable,5,90%,1.282,37.7,132.9,188.4,380.9,569.3,569.3
Brown's Bar,Heineken,A,intermittent-stable,5,95%,1.645,37.7,132.9,188.4,488.7,677.1,677.1
Brown's Bar,Heineken,A,intermittent-stable,5,99%,2.326,37.7,132.9,188.4,691.0,879.4,879.4
Brown's Bar,Jack Daniels,A,intermittent-stable,2,90%,1.282,17.7,98.1,35.4,177.8,213.2,213.2
Brown's Bar,Jack Daniels,A,intermittent-stable,2,95%,1.645,17.7,98.1,35.4,228.1,263.6,263.6
Brown's Bar,Jack Daniels,A,intermittent-stable,2,99%,2.326,17.7,98.1,35.4,322.6,358.0,358.0
Brown's Bar,Jack Daniels,A,intermittent-stable,3,90%,1.282,17.7,98.1,53.2,217.7,270.9,270.9
Brown's Bar,Jack Daniels,A,intermittent-stable,3,95%,1.645,17.7,98.1,53.2,279.4,332.6,332.6
Brown's Bar,Jack Daniels,A,intermittent-stable,3,99%,2.326,17.7,98.1,53.2,395.1,448.2,448.2
Brown's Bar,Jack Daniels,A,intermittent-stable,5,90%,1.282,17.7,98.1,88.6,281.1,369.7,369.7
Brown's Bar,Jack Daniels,A,intermittent-stable,5,95%,1.645,17.7,98.1,88.6,360.7,449.3,449.3
Brown's Bar,Jack Daniels,A,intermittent-stable,5,99%,2.326,17.7,98.1,88.6,510.0,598.6,598.6
Brown's Bar,Jameson,A,intermittent-volatile,2,90%,1.282,88.3,203.4,176.7,368.7,545.3,545.3
Brown's Bar,Jameson,A,intermittent-volatile,2,95%,1.645,88.3,203.4,176.7,473.1,649.7,649.7
Brown's Bar,Jameson,A,intermittent-volatile,2,99%,2.326,88.3,203.4,176.7,668.9,845.6,845.6
Brown's Bar,Jameson,A,intermittent-volatile,3,90%,1.282,88.3,203.4,265.0,451.5,716.5,716.5
Brown's Bar,Jameson,A,intermittent-volatile,3,95%,1.645,88.3,203.4,265.0,579.4,844.4,844.4
Brown's Bar,Jameson,A,intermittent-volatile,3,99%,2.326,88.3,203.4,265.0,819.3,1084.3,1084.3
Brown's Bar,Jameson,A,intermittent-volatile,5,90%,1.282,88.3,203.4,441.6,582.9,1024.6,1024.6
Brown's Bar,Jameson,A,intermittent-volatile,5,95%,1.645,88.3,203.4,441.6,748.0,1189.6,1189.6
Brown's Bar,Jameson,A,intermittent-volatile,5,99%,2.326,88.3,203.4,441.6,1057.7,1499.3,1499.3
