stockout_days,stockout_rate_pct,lost_volume_ml,avg_holding_ml,turnover_ratio,n_orders_placed,n_days_simulated,Bar Name,Brand Name,abc_class,series_class,policy
2,2.7027027027027026,238.92557726504373,372.48270774308793,6.915232222032607,10,74,Brown's Bar,Absolut,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,573.559861014573,399.3277665608718,11.17287730179743,15,74,Brown's Bar,Bacardi,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,633.3083536914526,465.6668784236738,7.387365959875537,11,74,Brown's Bar,Barefoot,A,intermittent-seasonal,Global ML (99% SL)
3,4.054054054054054,297.41629785394224,400.6072100878098,5.62536980213635,7,74,Brown's Bar,Budweiser,B,intermittent-stable,Global ML (99% SL)
2,2.7027027027027026,226.8617970548179,351.27498513697554,4.886223829106102,7,74,Brown's Bar,Captain Morgan,B,intermittent-stable,Global ML (99% SL)
5,6.756756756756757,1055.8747181735591,579.7663765987816,6.75181493758027,11,74,Brown's Bar,Coors,B,intermittent-seasonal,Global ML (99% SL)
4,5.405405405405405,1218.6890981497363,583.7821109021043,8.881688570138015,15,74,Brown's Bar,Grey Goose,A,intermittent-volatile,Global ML (99% SL)
3,4.054054054054054,131.45573480823725,391.59787043902963,6.87852122937208,7,74,Brown's Bar,Heineken,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,472.4591083671093,385.5144637232201,2.1764705882352935,3,74,Brown's Bar,Jack Daniels,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,407.9544097556449,488.16573588235633,12.55363729936427,16,74,Brown's Bar,Jameson,A,intermittent-volatile,Global ML (99% SL)
1,1.3513513513513513,796.842761317211,512.3008641415952,9.582879089826989,15,74,Brown's Bar,Jim Beam,A,intermittent-stable,Global ML (99% SL)
4,5.405405405405405,588.606722810877,467.4182715967663,10.544096319454235,14,74,Brown's Bar,Malibu,A,intermittent-volatile,Global ML (99% SL)
1,1.3513513513513513,148.39113238810296,334.08431892492825,4.264967814703316,7,74,Brown's Bar,Miller,B,intermittent-seasonal,Global ML (99% SL)
3,4.054054054054054,741.1055820862887,454.02351633873224,9.196824101944648,13,74,Brown's Bar,Smirnoff,B,intermittent-seasonal,Global ML (99% SL)
4,5.405405405405405,613.2917495205152,371.28034360885823,8.0093339215724,13,74,Brown's Bar,Sutter Home,A,intermittent-volatile,Global ML (99% SL)
4,5.405405405405405,1197.9444307871706,562.9994684632159,7.760692174611351,13,74,Brown's Bar,Yellow Tail,A,intermittent-volatile,Global ML (99% SL)
2,2.7027027027027026,517.9895907167731,447.7435664274286,8.998388165419351,13,74,Johnson's Bar,Absolut,A,intermittent-seasonal,Global ML (99% SL)
2,2.7027027027027026,363.5372613965003,417.44477179079723,10.726048189309743,14,74,Johnson's Bar,Bacardi,A,intermittent-stable,Global ML (99% SL)
2,2.7027027027027026,357.2467990164114,373.7362004519191,4.085109227143236,6,74,Johnson's Bar,Barefoot,A,intermittent-seasonal,Global ML (99% SL)
3,4.054054054054054,292.3919552046254,402.2865896923395,6.6866957878277935,8,74,Johnson's Bar,Budweiser,A,intermittent-seasonal,Global ML (99% SL)
3,4.054054054054054,446.33838345253804,409.73141925939206,11.361373323436569,16,74,Johnson's Bar,Captain Morgan,A,intermittent-stable,Global ML (99% SL)
2,2.7027027027027026,820.5193081117392,431.55193951622795,7.870641702354199,12,74,Johnson's Bar,Coors,A,intermittent-volatile,Global ML (99% SL)
4,5.405405405405405,1162.6672364478502,536.1224859563932,9.996657301160228,13,74,Johnson's Bar,Grey Goose,A,intermittent-volatile,Global ML (99% SL)
1,1.3513513513513513,145.45213613966985,411.4436261362627,13.314285398714839,15,74,Johnson's Bar,Heineken,A,intermittent-volatile,Global ML (99% SL)
1,1.3513513513513513,18.482627719905167,421.8319382687397,9.044662165550477,10,74,Johnson's Bar,Jack Daniels,A,intermittent-volatile,Global ML (99% SL)
4,5.405405405405405,349.88213716533716,374.91365353267156,8.20233628159045,13,74,Johnson's Bar,Jameson,B,intermittent-volatile,Global ML (99% SL)
6,8.108108108108109,1125.7307975339334,451.9338870030275,9.105400857976601,14,74,Johnson's Bar,Jim Beam,B,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,655.985272102856,449.1062041140286,12.565301205378892,16,74,Johnson's Bar,Malibu,A,intermittent-seasonal,Global ML (99% SL)
1,1.3513513513513513,370.3565275611679,421.77508842104163,10.136761486896622,14,74,Johnson's Bar,Miller,B,intermittent-volatile,Global ML (99% SL)
1,1.3513513513513513,410.61555002056986,413.8287290343181,6.660713132245701,9,74,Johnson's Bar,Smirnoff,A,intermittent-stable,Global ML (99% SL)
2,2.7027027027027026,516.5601630482739,448.25114130214445,8.636542063687111,12,74,Johnson's Bar,Sutter Home,A,intermittent-stable,Global ML (99% SL)
1,1.3513513513513513,366.9498329230246,418.68299814142233,11.976053934206554,16,74,Johnson's Bar,Yellow Tail,A,intermittent-volatile,Global ML (99% SL)
3,4.054054054054054,171.5288695589524,380.2242549959871,13.20815561988293,19,74,Smith's Bar,Absolut,A,intermittent-volatile,Global ML (99% SL)
1,1.3513513513513513,547.2499166334716,406.25507998680445,10.96670614804679,16,74,Smith's Bar,Bacardi,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,412.188054440996,431.9871462222309,9.119905487956995,12,74,Smith's Bar,Barefoot,A,intermittent-stable,Global ML (99% SL)
2,2.7027027027027026,216.91007033856806,407.06118389849576,7.743307528058019,9,74,Smith's Bar,Budweiser,C,intermittent-seasonal,Global ML (99% SL)
1,1.3513513513513513,145.75867338144178,428.4414079718599,5.976899708971988,7,74,Smith's Bar,Captain Morgan,A,intermittent-volatile,Global ML (99% SL)
2,2.7027027027027026,69.37920337105913,346.4291498024863,6.195785769911952,6,74,Smith's Bar,Coors,B,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,724.167456754074,470.92270449313986,10.09773471925518,14,74,Smith's Bar,Grey Goose,A,intermittent-seasonal,Global ML (99% SL)
3,4.054054054054054,724.5487265098004,426.1944269228062,8.460742435149948,12,74,Smith's Bar,Heineken,B,intermittent-stable,Global ML (99% SL)
4,5.405405405405405,548.8532535050585,411.51985820797836,4.414554268185059,6,74,Smith's Bar,Jack Daniels,A,intermittent-stable,Global ML (99% SL)
2,2.7027027027027026,569.5612611054271,437.8026638164253,10.159414518225917,15,74,Smith's Bar,Jameson,A,intermittent-volatile,Global ML (99% SL)
3,4.054054054054054,385.3569758362968,413.03274083197175,6.783319449494907,10,74,Smith's Bar,Jim Beam,A,intermittent-stable,Global ML (99% SL)
5,6.756756756756757,1002.1376631413723,459.2803238550037,7.460851595158742,13,74,Smith's Bar,Malibu,A,intermittent-volatile,Global ML (99% SL)
3,4.054054054054054,393.0197089728047,393.2472023277824,5.6293859890755975,8,74,Smith's Bar,Miller,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,769.5125414157596,447.22423772789426,8.58843759921886,12,74,Smith's Bar,Smirnoff,B,intermittent-volatile,Global ML (99% SL)
7,9.45945945945946,576.9803511093756,393.77443049877525,15.426343557138399,20,74,Smith's Bar,Sutter Home,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,792.2656909712571,490.1207636078007,8.807674821308137,12,74,Smith's Bar,Yellow Tail,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,602.5315828290622,486.16525727977915,6.6469340800946295,10,74,Taylor's Bar,Absolut,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,1141.1631974049083,499.7342065977449,2.1764705882352935,3,74,Taylor's Bar,Bacardi,B,intermittent-volatile,Global ML (99% SL)
2,2.7027027027027026,542.2080865049998,469.4425115965543,8.906802878322218,13,74,Taylor's Bar,Barefoot,A,intermittent-volatile,Global ML (99% SL)
2,2.7027027027027026,234.2344120311834,386.75656187714304,4.978417376097292,6,74,Taylor's Bar,Budweiser,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,900.2725687608656,504.75814408284555,7.760186689719341,12,74,Taylor's Bar,Captain Morgan,A,intermittent-volatile,Global ML (99% SL)
3,4.054054054054054,172.38467977058494,326.13038655365756,8.612338610671895,13,74,Taylor's Bar,Coors,B,intermittent-volatile,Global ML (99% SL)
6,8.108108108108109,1182.8662067421583,499.57669622414284,9.226298640619202,14,74,Taylor's Bar,Grey Goose,A,intermittent-stable,Global ML (99% SL)
2,2.7027027027027026,203.87031930889128,358.1903938310499,3.603306238580724,4,74,Taylor's Bar,Heineken,C,intermittent-stable,Global ML (99% SL)
2,2.7027027027027026,208.27326479365374,397.51741887859146,8.25449799020886,10,74,Taylor's Bar,Jack Daniels,A,intermittent-volatile,Global ML (99% SL)
5,6.756756756756757,858.8922196301221,473.8145350774744,8.802257996766455,12,74,Taylor's Bar,Jameson,A,intermittent-volatile,Global ML (99% SL)
3,4.054054054054054,846.5361308887229,537.612723645722,10.55453790347886,15,74,Taylor's Bar,Jim Beam,A,intermittent-volatile,Global ML (99% SL)
2,2.7027027027027026,483.5157269399466,419.78669302759215,9.716325793090252,14,74,Taylor's Bar,Malibu,A,intermittent-volatile,Global ML (99% SL)
3,4.054054054054054,800.046119370202,453.24475596504243,2.1764705882352935,3,74,Taylor's Bar,Miller,B,intermittent-seasonal,Global ML (99% SL)
6,8.108108108108109,1148.8718545571446,475.54967911303055,12.269145373676231,18,74,Taylor's Bar,Smirnoff,A,intermittent-seasonal,Global ML (99% SL)
3,4.054054054054054,717.9520811948378,576.1024221537231,7.659502458449515,11,74,Taylor's Bar,Sutter Home,B,intermittent-volatile,Global ML (99% SL)
4,5.405405405405405,674.9073770696135,381.5611283354735,5.157712557134778,6,74,Taylor's Bar,Yellow Tail,B,intermittent-stable,Global ML (99% SL)
1,1.3513513513513513,189.86530192782618,389.50275085303167,8.695996859211425,12,74,Thomas's Bar,Absolut,A,intermittent-seasonal,Global ML (99% SL)
1,1.3513513513513513,80.28185859183179,477.57618972945875,12.650438341221813,15,74,Thomas's Bar,Bacardi,A,intermittent-stable,Global ML (99% SL)
1,1.3513513513513513,15.397120942050918,379.68343801505927,12.400100735685008,15,74,Thomas's Bar,Barefoot,A,intermittent-stable,Global ML (99% SL)
4,5.405405405405405,441.882764611081,384.66184819945823,10.17804924952896,13,74,Thomas's Bar,Budweiser,B,intermittent-volatile,Global ML (99% SL)
2,2.7027027027027026,797.9669279454632,456.2357358088411,7.414331685477289,13,74,Thomas's Bar,Captain Morgan,A,intermittent-volatile,Global ML (99% SL)
3,4.054054054054054,322.1060803294664,387.29114765128236,4.627743057231738,5,74,Thomas's Bar,Coors,C,intermittent-stable,Global ML (99% SL)
5,6.756756756756757,1031.5175557965354,468.419011372985,13.782729324499414,21,74,Thomas's Bar,Grey Goose,A,intermittent-stable,Global ML (99% SL)
1,1.3513513513513513,136.40406415742058,360.1620465516641,5.342306204289557,5,74,Thomas's Bar,Heineken,C,intermittent-volatile,Global ML (99% SL)
4,5.405405405405405,398.3588552920297,406.9223343645073,7.642394830857972,11,74,Thomas's Bar,Jack Daniels,A,intermittent-volatile,Global ML (99% SL)
2,2.7027027027027026,532.6175016729351,344.45793758407575,1.0422535211267603,1,74,Thomas's Bar,Jameson,B,intermittent-volatile,Global ML (99% SL)
2,2.7027027027027026,550.2741615181031,437.07619605925,8.277791998517893,14,74,Thomas's Bar,Jim Beam,A,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,261.33317057793886,392.05938699294575,8.168728860150173,12,74,Thomas's Bar,Malibu,A,intermittent-seasonal,Global ML (99% SL)
1,1.3513513513513513,44.16415272278573,430.8606102254353,6.92580332585031,7,74,Thomas's Bar,Miller,A,intermittent-volatile,Global ML (99% SL)
1,1.3513513513513513,295.3956325224065,483.3017579852586,10.401626487836877,13,74,Thomas's Bar,Smirnoff,A,intermittent-stable,Global ML (99% SL)
2,2.7027027027027026,514.3153793246474,398.6287446346215,4.810678222497655,8,74,Thomas's Bar,Sutter Home,C,intermittent-stable,Global ML (99% SL)
3,4.054054054054054,508.4728522512215,446.09029100752525,14.698878859119052,19,74,Thomas's Bar,Yellow Tail,A,intermittent-seasonal,Global ML (99% SL)
